head_label,tail_label,head_name,tail_name,ans
AB13813,BA5924,高含棉長版配色條紋開衩長袖上衣,質感水洗修身排釦高腰牛仔長褲,fit
AB13813,KL1007,高含棉長版配色條紋開衩長袖上衣,撞色織條彈性腰頭縮口休閒褲,wrong
AB13826,KL0931,薄紗條紋造型澎袖排釦內裡長袖上衣,英倫格紋直筒長褲,wrong
AB13826,KB1108,薄紗條紋造型澎袖排釦內裡長袖上衣,KITTY搖滾系列~純棉雙口袋後V吊帶裙,not_fit
AB13826,BA5831,薄紗條紋造型澎袖排釦內裡長袖上衣,彈性造型剪裁排釦刷破抽鬚窄管牛仔褲,fit
AB13826,BA5826,薄紗條紋造型澎袖排釦內裡長袖上衣,學院風配色格紋打褶後鬆緊寬版長褲,not_fit
AB13826,CA2195,薄紗條紋造型澎袖排釦內裡長袖上衣,短絨磨毛造型口袋褲裡A字短裙．附方釦皮帶,fit
AB13826,QA1167,薄紗條紋造型澎袖排釦內裡長袖上衣,糖果鈕釦純棉率性牛仔褲,wrong
AB13826,CA2093,薄紗條紋造型澎袖排釦內裡長袖上衣,正裝感純色口袋A字西裝短裙,fit
AB13826,BA5741,薄紗條紋造型澎袖排釦內裡長袖上衣,輕薄滑順修飾仿牛仔花苞綁帶寬褲,fit
AB13826,KB1113,薄紗條紋造型澎袖排釦內裡長袖上衣,KITTY露營系列~刷破水洗不收邊褲管丹寧印圖吊帶褲,not_fit
AB13826,QA1189,薄紗條紋造型澎袖排釦內裡長袖上衣,排釦格紋雙口袋假兩件內搭褲,wrong
AB13826,KL0932,薄紗條紋造型澎袖排釦內裡長袖上衣,紳士格紋縮口休閒褲,wrong
AB13826,CA2211,薄紗條紋造型澎袖排釦內裡長袖上衣,鏤空蕾絲雕花拼接皮革裙襬全腰鬆緊A字長裙,fit
AB13826,KS0788,薄紗條紋造型澎袖排釦內裡長袖上衣,台灣製造．彈力腰鬆緊褲腳抽繩運動長褲,fit
AB13826,QA1128,薄紗條紋造型澎袖排釦內裡長袖上衣,造型口袋壓紋縮口好動褲/長褲,wrong
AB13826,KS0729,薄紗條紋造型澎袖排釦內裡長袖上衣,台灣製造．高彈力造型口袋高腰運動貼腿褲,not_fit
AB13826,BA6012,薄紗條紋造型澎袖排釦內裡長袖上衣,保暖純色磨毛修身口袋吊帶寬長褲,not_fit
AB13826,QA1146,薄紗條紋造型澎袖排釦內裡長袖上衣,千鳥紋假兩件磨毛內搭褲,wrong
AB13826,BA5635,薄紗條紋造型澎袖排釦內裡長袖上衣,俐落修長後鬆緊直筒小喇叭西裝褲,fit
AB13826,KS0775,薄紗條紋造型澎袖排釦內裡長袖上衣,防潑水造型織帶腰頭拼接金屬拉鍊口袋運動長褲,not_fit
AB13826,BA5824,薄紗條紋造型澎袖排釦內裡長袖上衣,率性剪裁刷破反摺高彈棉質丹寧/牛仔窄管褲,fit
AB13827,BA5975,高含棉交錯綁帶造型上衣,個性抓破抽鬚水洗牛仔窄管褲,fit
AB13827,CA2220,高含棉交錯綁帶造型上衣,撞色口袋後腰鬆緊造型開衩A字中長裙,fit
AB13827,BA5873,高含棉交錯綁帶造型上衣,視覺-5KG。時尚修身高彈高腰收腹腰鬆緊喇叭長褲,fit
AB13827,KS0752,高含棉交錯綁帶造型上衣,台灣製造．印花拼接彈力貼腿運動褲,not_fit
AB13827,CA2216,高含棉交錯綁帶造型上衣,高腰後鬆緊釘珠活片造型A字裙,fit
AB13827,CA2165,高含棉交錯綁帶造型上衣,質感光澤絲絨百褶透紗中長裙,fit
AB13827,CA2203,高含棉交錯綁帶造型上衣,滿版小碎花層次荷葉鬆緊傘襬A字長裙(厚絨內裡),fit
AB13827,CA2181,高含棉交錯綁帶造型上衣,點點收腰打褶磨毛毛呢後開衩中長裙,fit
AB13827,BA5954,高含棉交錯綁帶造型上衣,附質感皮帶造型褲絆打褶毛呢直筒西裝褲/長褲,fit
AB13827,BA6042,高含棉交錯綁帶造型上衣,質感造型腰頭釦環西裝褲/直筒褲,fit
AB13827,KG0888,高含棉交錯綁帶造型上衣,運動縮口長褲,not_fit
AB13827,BA5855,高含棉交錯綁帶造型上衣,高含棉牛仔高腰口袋修身吊帶落地長寬褲,fit
AB13827,BA5976,高含棉交錯綁帶造型上衣,純色高含棉休閒修身遮肉腰鬆緊直筒長寬褲,fit
AB13827,BA6023,高含棉交錯綁帶造型上衣,率性遮肉修飾口袋縮口工裝長褲,fit
AB13827,KS0763,高含棉交錯綁帶造型上衣,台灣製造．腰頭數位印花鬆緊抽繩運動褲,fit
AB13827,QA1167,高含棉交錯綁帶造型上衣,糖果鈕釦純棉率性牛仔褲,wrong
AB13827,BA5883,高含棉交錯綁帶造型上衣,簡約質感修身格紋西裝長褲,fit
AB13827,CA2138,高含棉交錯綁帶造型上衣,保暖毛呢學院文青風配色格紋內裡褲百褶短裙,not_fit
AB13827,KG0927,高含棉交錯綁帶造型上衣,不收邊割破窄管牛仔褲,fit
AB13827,BA5861,高含棉交錯綁帶造型上衣,休閒彈力英字印花窄管緊身長褲內搭褲,not_fit
AB13834,BA6023,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,率性遮肉修飾口袋縮口工裝長褲,fit
AB13834,BA5921,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,高彈力含棉牛仔修身高腰收腹排釦抽鬚喇叭長褲,fit
AB13834,BA6019,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,俐落不易皺造型腰頭打褶直筒西裝褲,fit
AB13834,QA1113,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,純棉縮口寬褲/好動褲,wrong
AB13834,CA2181,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,點點收腰打褶磨毛毛呢後開衩中長裙,fit
AB13834,QA1107,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,可愛兔子彈力內搭褲,wrong
AB13834,BA5925,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,高彈力含棉牛仔修身窄管長褲,fit
AB13834,QA1168,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,輕磨毛工裝口袋高含棉長褲,wrong
AB13834,BA5830,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,純色高腰彈力加壓寬版腰頭吸濕排汗窄管緊身長褲,not_fit
AB13834,BA5810,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,質感雪紡後鬆緊修身打褶寬褲,fit
AB13834,BA5886,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,彈力高腰排釦造型寬腰頭修身牛仔抽鬚窄管褲,fit
AB13834,QA1110,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,童趣感純棉好動縮口褲,wrong
AB13834,CA2142,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,臧芮軒。雪紡珍珠裝飾開衩A字中裙褲裙,fit
AB13834,CA2104,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,高含棉牛仔修身開衩A字裙,fit
AB13834,BA5863,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,造型小口袋高彈丹寧纖腿窄管褲,fit
AB13834,KG1013,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,高含棉素色舒適打褶直筒褲,fit
AB13834,BA5938,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,牛仔彈力造型高腰收腹割破不收邊緊身長褲,fit
AB13834,BA5939,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,微性感彈力含棉牛仔高腰收腹簍空腰頭造型緊身長褲,fit
AB13834,CA2097,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,韓系復古大波點彈力包臀小開衩中長裙,fit
AB13834,BA5890,不對稱翻領荷葉邊微透膚拼接長袖襯衫上衣,純色質感光澤腰鬆緊長寬褲裙,fit
AB13838,KS0729,純色針織排釦長袖上衣,台灣製造．高彈力造型口袋高腰運動貼腿褲,not_fit
AB13838,BA5970,純色針織排釦長袖上衣,高彈修身翹臀多色窄管褲,fit
AB13838,KL0969,純色針織排釦長袖上衣,情侶系列-腰鬆緊格紋織條運動寬褲(女),fit
AB13838,CA2198,純色針織排釦長袖上衣,高棉量．造型釦帶層次拼接後開衩A字長裙,fit
AB13838,MA0365,純色針織排釦長袖上衣,魔術360~坑條壓紋休閒孕婦寬褲/孕婦褲,fit
AB13838,CA2238,純色針織排釦長袖上衣,質感麂皮側壓釦造型剪接A字短裙,fit
AB13838,BA5890,純色針織排釦長袖上衣,純色質感光澤腰鬆緊長寬褲裙,fit
AB13838,KG1013,純色針織排釦長袖上衣,高含棉素色舒適打褶直筒褲,fit
AB13838,MA0343,純色針織排釦長袖上衣,魔術360~浪漫網紗長裙/紗裙,fit
AB13838,CA2225,純色針織排釦長袖上衣,輕暖磨毛前開衩大口袋A字裙-附腰帶,fit
AB13838,QA1099,純色針織排釦長袖上衣,率性水洗紋縮口牛仔褲/好動褲,wrong
AB13838,BA6044,純色針織排釦長袖上衣,內刷毛造型腰頭口袋彈力窄管褲,fit
AB13838,KS0756,純色針織排釦長袖上衣,台灣製造．造型褲管拉鍊腰鬆緊抽繩運動長褲,not_fit
AB13838,CA2135,純色針織排釦長袖上衣,格紋鈕扣不對稱內裡褲短裙,fit
AB13838,KB1109,純色針織排釦長袖上衣,KITTY搖滾系列~格紋配色腰鬆緊假兩件褲裙,fit
AB13838,CA2107,純色針織排釦長袖上衣,韓系造型綁結純色A字短褲裙,fit
AB13838,BA5930,純色針織排釦長袖上衣,英倫風配色格紋後鬆緊寬長褲,fit
AB13838,BA6022,純色針織排釦長袖上衣,韓系高腰造型剪裁排釦設計刷色窄管牛仔褲,fit
AB13838,MA0370,純色針織排釦長袖上衣,魔術360~造型車線高含棉彈力孕婦內搭褲/孕婦褲,wrong
AB13838,KG0990,純色針織排釦長袖上衣,台灣製造．內磨毛彈性保暖袋發熱褲,not_fit
AB13839,BA6032,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,質感修身輕柔磨毛直筒寬版長褲,fit
AB13839,BA5957,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,純色質感修身直筒口袋西裝褲,fit
AB13839,QA1169,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,內刷毛加厚彈力內搭褲,wrong
AB13839,CA2106,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,復古配色格紋後鬆緊荷葉短裙,not_fit
AB13839,KG0972,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,高含棉率性刷色打褶牛仔寬褲,not_fit
AB13839,CA2078,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,質感輕甜優雅百褶紗裙,fit
AB13839,BA5846,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,高含棉牛仔後鬆緊格紋口袋哈倫長褲,fit
AB13839,BA5958,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,高含棉個性腰鬆緊造型腰頭縮口長褲,fit
AB13839,BA5772,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,2WAY領！高含棉收腰鬆緊喇叭寬袖連身短褲,not_fit
AB13839,BA5929,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,高彈力雙腰頭褲口抽鬚合身窄管牛仔褲,fit
AB13839,BA5905,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,休閒寬鬆綁帶腰鬆緊造型褲管長褲,not_fit
AB13839,CA2091,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,高含棉牛仔腰鬆緊排釦蛋糕裙,fit
AB13839,KB1108,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,KITTY搖滾系列~純棉雙口袋後V吊帶裙,not_fit
AB13839,CA2238,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,質感麂皮側壓釦造型剪接A字短裙,fit
AB13839,BA5951,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,高棉質．復古潮流口袋設計直筒丹寧牛仔褲,fit
AB13839,KS0730,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,台灣製造．配色交叉腰頭微寬褲管運動褲,not_fit
AB13839,CA2116,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,蘇格蘭撞色格紋腰鬆緊百褶雪紡長裙,not_fit
AB13839,BA5934,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,質感純色收腹提臀窄管直筒長褲,fit
AB13839,BA5863,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,造型小口袋高彈丹寧纖腿窄管褲,fit
AB13839,KB1109,質感純色厚雪紡拼接壓褶綁帶造型長袖襯衫,KITTY搖滾系列~格紋配色腰鬆緊假兩件褲裙,fit
AB13844,KL1027,甜漾細肩假兩件拼接圓點印花雪紡上衣,情侶系列-側邊織條口袋設計休閒褲,wrong
AB13844,KB1139,甜漾細肩假兩件拼接圓點印花雪紡上衣,KITTY露營系列~純棉素色腰鬆緊抽繩長褲,not_fit
AB13844,BA5910,甜漾細肩假兩件拼接圓點印花雪紡上衣,純色美型褲管打褶設計不易皺西裝長褲,fit
AB13844,CA2187,甜漾細肩假兩件拼接圓點印花雪紡上衣,質感絲絨光澤皺皺壓褶設計下襬開衩中長裙,fit
AB13844,CA2149,甜漾細肩假兩件拼接圓點印花雪紡上衣,純色絨布側拉鍊安全褲內裡傘擺短裙,fit
AB13844,KS0785,甜漾細肩假兩件拼接圓點印花雪紡上衣,台灣製造．褲管網布拼接加寬腰頭假兩件運動褲裙,not_fit
AB13844,BA6038,甜漾細肩假兩件拼接圓點印花雪紡上衣,抽鬚纖腿美型喇叭彈力牛仔褲,fit
AB13844,QA1183,甜漾細肩假兩件拼接圓點印花雪紡上衣,休閒蕾絲傘裙假兩件內休閒,wrong
AB13844,BA5951,甜漾細肩假兩件拼接圓點印花雪紡上衣,高棉質．復古潮流口袋設計直筒丹寧牛仔褲,fit
AB13844,CA2109,甜漾細肩假兩件拼接圓點印花雪紡上衣,滿版立體鏤空雕花蕾絲腰鬆緊傘襬短裙,fit
AB13844,QA1104,甜漾細肩假兩件拼接圓點印花雪紡上衣,兔子口袋彈力好動褲/長褲,wrong
AB13844,BA5937,甜漾細肩假兩件拼接圓點印花雪紡上衣,彈力高腰造型排釦腰頭緊身牛仔長褲,fit
AB13844,KG0930,甜漾細肩假兩件拼接圓點印花雪紡上衣,造型大口袋後鬆緊綁帶不易皺不對稱A字短裙,fit
AB13844,BA5939,甜漾細肩假兩件拼接圓點印花雪紡上衣,微性感彈力含棉牛仔高腰收腹簍空腰頭造型緊身長褲,fit
AB13844,CA2140,甜漾細肩假兩件拼接圓點印花雪紡上衣,質感皮革腰鬆緊百褶長裙,fit
AB13844,BA5947,甜漾細肩假兩件拼接圓點印花雪紡上衣,彈力修身直條紋鬆緊腰緊身長褲,not_fit
AB13844,BA6004,甜漾細肩假兩件拼接圓點印花雪紡上衣,質感磨毛立體收腰打褶褲裙寬褲,fit
AB13844,BA5895,甜漾細肩假兩件拼接圓點印花雪紡上衣,彈力修身牛仔刷色抽鬚小喇叭褲,fit
AB13844,FA2327,甜漾細肩假兩件拼接圓點印花雪紡上衣,英倫格紋緹花包芯紗厚針織A字中長裙,not_fit
AB13844,MA0359,甜漾細肩假兩件拼接圓點印花雪紡上衣,魔術360~率性內磨毛彈力牛仔孕婦褲,fit
AB13848,CA2193,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,腰頭鬆緊優雅網紗印花裙,not_fit
AB13848,BA6001,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,保暖毛呢復古格紋內裡短褲裙,not_fit
AB13848,BA6064,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,高含棉牛仔配色車線開衩長寬褲,fit
AB13848,BA5874,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,純色後鬆緊口袋側開衩拼接壓褶寬褲,fit
AB13848,BA5961,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,簡約質感格紋毛呢短褲,not_fit
AB13848,BA6020,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,質感俐落不易皺直筒寬版西裝長褲,fit
AB13848,QA1113,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,純棉縮口寬褲/好動褲,wrong
AB13848,CA2104,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,高含棉牛仔修身開衩A字裙,fit
AB13848,BA5822,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,俐落排釦綁帶打褶修身A字短褲,fit
AB13848,KG0952,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,甜美浪漫配色腰鬆緊雪紡長裙,fit
AB13848,KL1007,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,撞色織條彈性腰頭縮口休閒褲,wrong
AB13848,BA5916,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,質感純色高腰俐落西裝長寬褲(附造型腰帶),fit
AB13848,BA5934,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,質感純色收腹提臀窄管直筒長褲,not_fit
AB13848,BA5837,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,肩帶可拆！街頭復古高含棉牛仔/丹寧吊帶短褲,not_fit
AB13848,BA6039,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,高含棉磨毛彈力纖腿喇叭褲,not_fit
AB13848,KL0989,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,簡約純色鬆緊縮口休閒褲,wrong
AB13848,BA5905,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,休閒寬鬆綁帶腰鬆緊造型褲管長褲,not_fit
AB13848,MA0361,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,魔術360~簡約口袋彈力牛仔孕婦褲/牛仔褲,fit
AB13848,BA5977,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,微彈磨毛斜紋彈性鬆緊腰頭長褲,not_fit
AB13848,BA6006,假兩件．點點蛋糕層次雪紡拼接高含棉上衣,簡約造型燈芯絨連身吊帶褲,fit
AB13851,QA1162,高含棉假兩件造型下擺長袖衛衣上衣,親子系列~純棉縮腰吊帶褲/連身褲(2色),wrong
AB13851,BA5856,高含棉假兩件造型下擺長袖衛衣上衣,高含棉牛仔高腰配色車線開衩長寬褲,fit
AB13851,KS0750,高含棉假兩件造型下擺長袖衛衣上衣,防潑水腰鬆緊後交叉褲口羅紋拼接運動長褲,fit
AB13851,BA5934,高含棉假兩件造型下擺長袖衛衣上衣,質感純色收腹提臀窄管直筒長褲,fit
AB13851,BA5912,高含棉假兩件造型下擺長袖衛衣上衣,高腰高彈保暖內絨毛踩腳內搭褲,not_fit
AB13851,CA2218,高含棉假兩件造型下擺長袖衛衣上衣,保暖織紋毛料魚尾短裙,not_fit
AB13851,CA2093,高含棉假兩件造型下擺長袖衛衣上衣,正裝感純色口袋A字西裝短裙,fit
AB13851,DA8257,高含棉假兩件造型下擺長袖衛衣上衣,溫暖燈心絨小法式花朵刺繡吊帶裙,not_fit
AB13851,QA1173,高含棉假兩件造型下擺長袖衛衣上衣,好穿好動百搭純色超彈力褲/長褲,wrong
AB13851,BA5832,高含棉假兩件造型下擺長袖衛衣上衣,高含棉造型壓褶裝飾抽鬚牛仔長寬褲,fit
AB13851,BA5850,高含棉假兩件造型下擺長袖衛衣上衣,牛仔休閒率性腰鬆緊刷色縮口長褲,fit
AB13851,BA5837,高含棉假兩件造型下擺長袖衛衣上衣,肩帶可拆！街頭復古高含棉牛仔/丹寧吊帶短褲,fit
AB13851,KL0957,高含棉假兩件造型下擺長袖衛衣上衣,升溫發熱火山岩兩面穿機能運動塑褲,wrong
AB13851,KS0756,高含棉假兩件造型下擺長袖衛衣上衣,台灣製造．造型褲管拉鍊腰鬆緊抽繩運動長褲,fit
AB13851,BA5946,高含棉假兩件造型下擺長袖衛衣上衣,高彈力修身牛仔哈倫長褲,fit
AB13851,CA2177,高含棉假兩件造型下擺長袖衛衣上衣,輕柔磨毛質感後開衩A字中長裙,fit
AB13851,CA2215,高含棉假兩件造型下擺長袖衛衣上衣,純色細膩織紋暖感磨毛A字短裙,not_fit
AB13851,BA5921,高含棉假兩件造型下擺長袖衛衣上衣,高彈力含棉牛仔修身高腰收腹排釦抽鬚喇叭長褲,fit
AB13851,CA2055,高含棉假兩件造型下擺長袖衛衣上衣,層次交錯蝴蝶結綁帶雪紡及膝裙,not_fit
AB13851,BA5960,高含棉假兩件造型下擺長袖衛衣上衣,高含棉寬鬆修飾縮口哈倫長褲,fit
AB13855,CA2068,台灣製造。休閒英文字母印花長袖上衣,雪紡不對稱荷葉波浪裝飾後鬆緊中長裙,fit
AB13855,QA1155,台灣製造。休閒英文字母印花長袖上衣,百搭紗裙假兩件內搭褲/褲裙,wrong
AB13855,BA5876,台灣製造。休閒英文字母印花長袖上衣,高含棉牛仔修身後腰鬆緊造型腰頭男友長褲,fit
AB13855,BA5829,台灣製造。休閒英文字母印花長袖上衣,純色高腰彈力口袋吸濕排汗窄管緊身長褲,not_fit
AB13855,KB1167,台灣製造。休閒英文字母印花長袖上衣,KITTY聖誕系列~磨毛彈力保暖側邊不對稱印圖內搭褲,not_fit
AB13855,KS0756,台灣製造。休閒英文字母印花長袖上衣,台灣製造．造型褲管拉鍊腰鬆緊抽繩運動長褲,fit
AB13855,CA2123,台灣製造。休閒英文字母印花長袖上衣,臧芮軒。細緻蕾絲刺繡不規則拼接波浪魚尾短裙,fit
AB13855,BA5893,台灣製造。休閒英文字母印花長袖上衣,高彈力釘珠潑漆亮片貼布繡窄管褲,fit
AB13855,BA5787,台灣製造。休閒英文字母印花長袖上衣,高腰荷葉壓褶彈性長寬褲(附皮帶),fit
AB13855,BA5769,台灣製造。休閒英文字母印花長袖上衣,純色高彈打褶七分直筒褲,fit
AB13855,BA5827,台灣製造。休閒英文字母印花長袖上衣,純色質感修身口袋喇叭長褲,fit
AB13855,QA1146,台灣製造。休閒英文字母印花長袖上衣,千鳥紋假兩件磨毛內搭褲,wrong
AB13855,CA2071,台灣製造。休閒英文字母印花長袖上衣,質感雪紡不規則下襬荷葉開衩蛋糕長裙,fit
AB13855,BA5865,台灣製造。休閒英文字母印花長袖上衣,高含棉復古時尚牛仔修身落地喇叭長褲,fit
AB13855,BA5842,台灣製造。休閒英文字母印花長袖上衣,輕薄舒爽麻質修身抽繩直筒長褲,fit
AB13855,CA2225,台灣製造。休閒英文字母印花長袖上衣,輕暖磨毛前開衩大口袋A字裙-附腰帶,fit
AB13855,MA0346,台灣製造。休閒英文字母印花長袖上衣,魔術360~造型口袋純棉孕婦褲,fit
AB13855,BA5920,台灣製造。休閒英文字母印花長袖上衣,多色質感俐落美型小喇叭開衩落地長褲,fit
AB13855,KG1016,台灣製造。休閒英文字母印花長袖上衣,放學趣運動縮口長褲,not_fit
AB13855,BA5881,台灣製造。休閒英文字母印花長袖上衣,質感皮革排釦口袋褲裙,fit
AB13863,KG1013,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,高含棉素色舒適打褶直筒褲,fit
AB13863,CA2129,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,質感仿麂皮修身後鬆緊傘擺長裙,fit
AB13863,CA2141,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,純色學院風保暖內裡褲百褶短裙,fit
AB13863,BA6005,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,保暖純色磨毛傘擺造型腰頭內裡短褲,fit
AB13863,BA5992,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,純色高含棉排釦腰鬆緊修飾車線哈倫長褲,fit
AB13863,BA5885,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,保暖高彈修身牛仔收腹內刷毛緊身長褲,fit
AB13863,CA2122,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,臧芮軒。質感英倫格紋磨毛A字波浪傘襬中長裙,fit
AB13863,BA6000,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,修長腿型！造型釦帶簡約質感直筒落地褲,fit
AB13863,KB1151,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,KITTY聖誕系列~純棉口袋印圖後腰鬆緊排釦中長裙,fit
AB13863,BA5995,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,假兩件．麂皮絨面短褲拼接腰鬆緊內搭褲,fit
AB13863,QA1113,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,純棉縮口寬褲/好動褲,wrong
AB13863,BA5983,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,知性圓領打褶不易皺微奢光澤俐落連身長褲,not_fit
AB13863,CA2161,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,質感厚雪紡不易皺交衩撞色A字裙,fit
AB13863,BA5789,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,純色修身附皮帶壓褶五分褲,fit
AB13863,CA2139,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,保暖毛呢鱷魚紋開衩內裡A字長裙,fit
AB13863,CA2152,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,高含棉格紋後鬆緊綁帶收腹不規則中長裙,fit
AB13863,CA2176,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,質感厚雪紡不易皺開衩A字中長裙,fit
AB13863,BA5990,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,質感厚雪紡高腰排釦直筒收腰打褶長褲,fit
AB13863,KS0786,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,台灣製造．彈力造型口袋褲腳拉鍊運動貼腿褲,not_fit
AB13863,KG0976,假兩件．格紋下襬拼接收腰鬆緊長袖上衣,高含棉多口袋寬鬆斜紋工裝吊帶褲,not_fit
AB13865,KB1117,高含棉假兩件丹寧襯衫V領綁帶長版上衣,KITTY露營系列~純棉大口袋腰鬆緊綁帶中長裙,fit
AB13865,QA1113,高含棉假兩件丹寧襯衫V領綁帶長版上衣,純棉縮口寬褲/好動褲,wrong
AB13865,KG0956,高含棉假兩件丹寧襯衫V領綁帶長版上衣,毛呢格紋配色腰鬆緊反折直筒褲,not_fit
AB13865,BA5819,高含棉假兩件丹寧襯衫V領綁帶長版上衣,俐落簡約立挺打褶雪紡直筒西裝褲,fit
AB13865,BA5839,高含棉假兩件丹寧襯衫V領綁帶長版上衣,日系直條紋立挺打褶五分褲．附質感皮帶,not_fit
AB13865,MA0346,高含棉假兩件丹寧襯衫V領綁帶長版上衣,魔術360~造型口袋純棉孕婦褲,wrong
AB13865,KG1002,高含棉假兩件丹寧襯衫V領綁帶長版上衣,防潑水造型口袋腰鬆緊綁帶中長裙,fit
AB13865,CA2147,高含棉假兩件丹寧襯衫V領綁帶長版上衣,純色不易皺打褶膝上A字裙,fit
AB13865,BA5961,高含棉假兩件丹寧襯衫V領綁帶長版上衣,簡約質感格紋毛呢短褲,not_fit
AB13865,BA6012,高含棉假兩件丹寧襯衫V領綁帶長版上衣,保暖純色磨毛修身口袋吊帶寬長褲,not_fit
AB13865,BA6001,高含棉假兩件丹寧襯衫V領綁帶長版上衣,保暖毛呢復古格紋內裡短褲裙,not_fit
AB13865,KL0957,高含棉假兩件丹寧襯衫V領綁帶長版上衣,升溫發熱火山岩兩面穿機能運動塑褲,wrong
AB13865,BA6044,高含棉假兩件丹寧襯衫V領綁帶長版上衣,內刷毛造型腰頭口袋彈力窄管褲,fit
AB13865,BA5859,高含棉假兩件丹寧襯衫V領綁帶長版上衣,立體剪裁抽繩鬆緊棉質丹寧/牛仔男友褲,fit
AB13865,QA1154,高含棉假兩件丹寧襯衫V領綁帶長版上衣,褲口抽鬚彈力牛仔好動褲/牛仔褲,wrong
AB13865,BA5917,高含棉假兩件丹寧襯衫V領綁帶長版上衣,高含棉．簡約直筒斜紋寬褲,fit
AB13865,CA2167,高含棉假兩件丹寧襯衫V領綁帶長版上衣,彈力絲絨外罩漸層網紗腰鬆緊百褶裙,not_fit
AB13865,CA2227,高含棉假兩件丹寧襯衫V領綁帶長版上衣,英倫格紋立體織紋釦飾打褶A字裙,not_fit
