,head_label,tail_label,head_name,tail_name,ans
2768,AB14245,CA2213,質感純色袖口開衩拼接小碎花不易皺上衣,純色坑條燈芯絨腰鬆緊後開衩A字中長裙,fit
2769,AB14245,KG0888,質感純色袖口開衩拼接小碎花不易皺上衣,運動縮口長褲,not_fit
2770,AB14245,BA5884,質感純色袖口開衩拼接小碎花不易皺上衣,高含棉高腰抽鬚刷破反褶長寬褲,fit
2771,AB14245,KG0885,質感純色袖口開衩拼接小碎花不易皺上衣,側邊印花抽繩運動短褲,not_fit
2772,AB14245,CA2121,質感純色袖口開衩拼接小碎花不易皺上衣,英倫風撞色格紋A字短裙,fit
2773,AB14245,BA5909,質感純色袖口開衩拼接小碎花不易皺上衣,簡約質感皮革打褶內裡短褲,fit
2774,AB14245,BA6019,質感純色袖口開衩拼接小碎花不易皺上衣,俐落不易皺造型腰頭打褶直筒西裝褲,fit
2775,AB14245,KB1109,質感純色袖口開衩拼接小碎花不易皺上衣,KITTY搖滾系列~格紋配色腰鬆緊假兩件褲裙,fit
2776,AB14245,CA2211,質感純色袖口開衩拼接小碎花不易皺上衣,鏤空蕾絲雕花拼接皮革裙襬全腰鬆緊A字長裙,fit
2777,AB14245,BA5914,質感純色袖口開衩拼接小碎花不易皺上衣,高含棉修身織紋腰鬆緊開衩寬長褲,fit
2778,AB14245,BA5898,質感純色袖口開衩拼接小碎花不易皺上衣,休閒刷色造型腰頭顯瘦緊身長褲,fit
2779,AB14245,CA2126,質感純色袖口開衩拼接小碎花不易皺上衣,純色後鬆緊不對稱荷葉拼接傘擺長裙,fit
2780,AB14252,CA2096,保暖內刷毛抽鬚牛仔拼接長袖上衣,韓系優雅荷葉拼接印花魚尾裙,fit
2781,AB14252,KS0753,保暖內刷毛抽鬚牛仔拼接長袖上衣,台灣製造．側邊撞色拼網腰鬆緊抽繩運動褲,fit
2782,AB14252,BA6029,保暖內刷毛抽鬚牛仔拼接長袖上衣,彈力混色斜紋毛呢腰鬆緊直筒西裝褲/長褲,fit
2783,AB14252,CA2205,保暖內刷毛抽鬚牛仔拼接長袖上衣,保暖毛呢格紋後鬆緊腰帶傘擺內裡長裙,fit
2784,AB14252,BA5824,保暖內刷毛抽鬚牛仔拼接長袖上衣,率性剪裁刷破反摺高彈棉質丹寧/牛仔窄管褲,fit
2785,AB14252,CA2188,保暖內刷毛抽鬚牛仔拼接長袖上衣,氣質磨毛立體抓皺後腰鬆緊微A字褲裙,fit
2786,AB14252,BA6019,保暖內刷毛抽鬚牛仔拼接長袖上衣,俐落不易皺造型腰頭打褶直筒西裝褲,fit
2787,AB14252,BA5945,保暖內刷毛抽鬚牛仔拼接長袖上衣,復古毛呢格紋配色排釦短褲裙,fit
2788,AB14252,BA5976,保暖內刷毛抽鬚牛仔拼接長袖上衣,純色高含棉休閒修身遮肉腰鬆緊直筒長寬褲,fit
2789,AB14252,BA5966,保暖內刷毛抽鬚牛仔拼接長袖上衣,純色修身綁帶後鬆緊七分寬褲,fit
2790,AB14252,CA2164,保暖內刷毛抽鬚牛仔拼接長袖上衣,純色厚雪紡燙鑽膝上圓裙,fit
2791,AB14252,BA5911,保暖內刷毛抽鬚牛仔拼接長袖上衣,韓系立體打褶造型釦環純色直筒西裝褲,fit
2792,AB14252,BA5866,保暖內刷毛抽鬚牛仔拼接長袖上衣,純色高含棉修身立體打褶哈倫長褲,fit
2793,AB14252,MA0372,保暖內刷毛抽鬚牛仔拼接長袖上衣,台灣製輕量保暖升溫發熱孕婦褲/內搭褲,not_fit
2794,AB14252,BA5829,保暖內刷毛抽鬚牛仔拼接長袖上衣,純色高腰彈力口袋吸濕排汗窄管緊身長褲,not_fit
2795,AB14252,BA5890,保暖內刷毛抽鬚牛仔拼接長袖上衣,純色質感光澤腰鬆緊長寬褲裙,fit
2796,AB14252,CA2100,保暖內刷毛抽鬚牛仔拼接長袖上衣,簡約質感純色打褶側拉鍊中長A字裙,fit
2797,AB14252,BA5947,保暖內刷毛抽鬚牛仔拼接長袖上衣,彈力修身直條紋鬆緊腰緊身長褲,fit
2798,AB14252,KS0788,保暖內刷毛抽鬚牛仔拼接長袖上衣,台灣製造．彈力腰鬆緊褲腳抽繩運動長褲,fit
2799,AB14252,BA5884,保暖內刷毛抽鬚牛仔拼接長袖上衣,高含棉高腰抽鬚刷破反褶長寬褲,fit
2800,AB14261,BA5916,配色條紋不對稱拼接翻領造型打褶袖上衣,質感純色高腰俐落西裝長寬褲(附造型腰帶),fit
2801,AB14261,MA0351,配色條紋不對稱拼接翻領造型打褶袖上衣,魔術360~點點雪紡紗層次蛋糕裙,fit
2802,AB14261,CA2215,配色條紋不對稱拼接翻領造型打褶袖上衣,純色細膩織紋暖感磨毛A字短裙,fit
2803,AB14261,BA5885,配色條紋不對稱拼接翻領造型打褶袖上衣,保暖高彈修身牛仔收腹內刷毛緊身長褲,fit
2804,AB14261,BA6028,配色條紋不對稱拼接翻領造型打褶袖上衣,質感混色磨毛打褶後腰鬆緊直筒褲,fit
2805,AB14261,CA2081,配色條紋不對稱拼接翻領造型打褶袖上衣,純色打褶後鬆緊傘擺內裡中長裙,fit
2806,AB14261,CA2139,配色條紋不對稱拼接翻領造型打褶袖上衣,保暖毛呢鱷魚紋開衩內裡A字長裙,not_fit
2807,AB14261,CA2155,配色條紋不對稱拼接翻領造型打褶袖上衣,氣質開衩層次百褶拼接後鬆緊A字裙,fit
2808,AB14261,BA5976,配色條紋不對稱拼接翻領造型打褶袖上衣,純色高含棉休閒修身遮肉腰鬆緊直筒長寬褲,not_fit
2809,AB14261,CA2137,配色條紋不對稱拼接翻領造型打褶袖上衣,舒適暖感斜排釦開衩造型毛呢中長裙,fit
2810,AB14261,BA5947,配色條紋不對稱拼接翻領造型打褶袖上衣,彈力修身直條紋鬆緊腰緊身長褲,not_fit
2811,AB14261,CA2089,配色條紋不對稱拼接翻領造型打褶袖上衣,質感仙氣鬆緊百褶荷葉雪紡蛋糕裙,not_fit
2812,AB14261,BA5901,配色條紋不對稱拼接翻領造型打褶袖上衣,個性破損小男友風丹寧/牛仔吊帶褲,not_fit
2813,AB14261,BA6002,配色條紋不對稱拼接翻領造型打褶袖上衣,質感坑條彈力抽繩鬆緊落地長褲,not_fit
2814,AB14261,BA5857,配色條紋不對稱拼接翻領造型打褶袖上衣,高含棉牛仔高腰刷破潑漆直筒男友長褲,not_fit
2815,AB14261,CA2077,配色條紋不對稱拼接翻領造型打褶袖上衣,輕甜系撞色格紋小開衩A字短裙,not_fit
2816,AB14261,BA5968,配色條紋不對稱拼接翻領造型打褶袖上衣,保暖毛呢修身格紋腰鬆緊直筒長褲,not_fit
2817,AB14261,BA5978,配色條紋不對稱拼接翻領造型打褶袖上衣,牛仔彈力修身造型腰頭後鬆緊男友長褲,fit
2818,AB14261,BA5833,配色條紋不對稱拼接翻領造型打褶袖上衣,高含棉．復古丹寧/牛仔高腰直筒小男友褲,fit
2819,AB14261,KG1027,配色條紋不對稱拼接翻領造型打褶袖上衣,音樂課搖滾宇宙運動長褲,not_fit
2820,AB14275,KG1021,保暖配色英字色塊印花內刷毛連帽長袖上衣,音樂課搖滾宇宙運動長褲,not_fit
2821,AB14275,KL0978,保暖配色英字色塊印花內刷毛連帽長袖上衣,重磅棉質側邊格紋織條休閒褲,wrong
2822,AB14275,CA2146,保暖配色英字色塊印花內刷毛連帽長袖上衣,配色格紋拼接內裡修身百褶長裙,not_fit
2823,AB14275,BA5830,保暖配色英字色塊印花內刷毛連帽長袖上衣,純色高腰彈力加壓寬版腰頭吸濕排汗窄管緊身長褲,fit
2824,AB14275,CA2221,保暖配色英字色塊印花內刷毛連帽長袖上衣,層次一片式斜釦造型磨毛短裙(附腰帶),not_fit
2825,AB14275,BA5925,保暖配色英字色塊印花內刷毛連帽長袖上衣,高彈力含棉牛仔修身窄管長褲,fit
2826,AB14275,BA5954,保暖配色英字色塊印花內刷毛連帽長袖上衣,附質感皮帶造型褲絆打褶毛呢直筒西裝褲/長褲,not_fit
2827,AB14275,CA2149,保暖配色英字色塊印花內刷毛連帽長袖上衣,純色絨布側拉鍊安全褲內裡傘擺短裙,not_fit
2828,AB14275,QA1189,保暖配色英字色塊印花內刷毛連帽長袖上衣,排釦格紋雙口袋假兩件內搭褲,wrong
2829,AB14275,KG0930,保暖配色英字色塊印花內刷毛連帽長袖上衣,造型大口袋後鬆緊綁帶不易皺不對稱A字短裙,not_fit
2830,AB14275,KS0756,保暖配色英字色塊印花內刷毛連帽長袖上衣,台灣製造．造型褲管拉鍊腰鬆緊抽繩運動長褲,fit
2831,AB14275,BA5878,保暖配色英字色塊印花內刷毛連帽長袖上衣,高彈力舒適排釦高腰頭美型窄管緊身長褲,fit
2832,AB14275,BA6001,保暖配色英字色塊印花內刷毛連帽長袖上衣,保暖毛呢復古格紋內裡短褲裙,not_fit
2833,AB14275,CA2179,保暖配色英字色塊印花內刷毛連帽長袖上衣,純色麂皮修身後鬆緊綁帶傘擺長裙,fit
2834,AB14275,CA2164,保暖配色英字色塊印花內刷毛連帽長袖上衣,純色厚雪紡燙鑽膝上圓裙,not_fit
2835,AB14275,KB1151,保暖配色英字色塊印花內刷毛連帽長袖上衣,KITTY聖誕系列~純棉口袋印圖後腰鬆緊排釦中長裙,not_fit
2836,AB14275,KS0729,保暖配色英字色塊印花內刷毛連帽長袖上衣,台灣製造．高彈力造型口袋高腰運動貼腿褲,fit
2837,AB14275,BA5834,保暖配色英字色塊印花內刷毛連帽長袖上衣,棉質水洗細緻刺繡刷破牛仔長褲,not_fit
2838,AB14275,CA2054,保暖配色英字色塊印花內刷毛連帽長袖上衣,造型腰頭後鬆緊優雅純色A字裙,not_fit
2839,AB14275,QA1169,保暖配色英字色塊印花內刷毛連帽長袖上衣,內刷毛加厚彈力內搭褲,wrong
2840,AB14278,BA6141,台灣製造。含棉英字印花扭結長袖上衣,假兩件彈力腰鬆緊內搭A字長褲裙,fit
2841,AB14278,BA5897,台灣製造。含棉英字印花扭結長袖上衣,純色高彈力英倫風腰鬆緊刷破窄管長褲,fit
2842,AB14278,BA6110,台灣製造。含棉英字印花扭結長袖上衣,休閒彈力英字印花腰鬆緊內搭長褲,fit
2843,AB14278,CA2184,台灣製造。含棉英字印花扭結長袖上衣,臧芮軒。璀璨銀河閃光百褶漸層透紗長裙,fit
2844,AB14278,KB1128,台灣製造。含棉英字印花扭結長袖上衣,KITTY露營系列~水洗仿牛仔腰鬆緊抽繩反折短褲,fit
2845,AB14278,CA2191,台灣製造。含棉英字印花扭結長袖上衣,純色實搭質感皮革內裡褲A字短裙,not_fit
2846,AB14278,KG1021,台灣製造。含棉英字印花扭結長袖上衣,音樂課搖滾宇宙運動長褲,not_fit
2847,AB14278,BA5902,台灣製造。含棉英字印花扭結長袖上衣,高含棉修身長腿牛仔開衩長寬褲,fit
2848,AB14278,CA2122,台灣製造。含棉英字印花扭結長袖上衣,臧芮軒。質感英倫格紋磨毛A字波浪傘襬中長裙,not_fit
2849,AB14278,BA5890,台灣製造。含棉英字印花扭結長袖上衣,純色質感光澤腰鬆緊長寬褲裙,fit
2850,AB14278,BA6000,台灣製造。含棉英字印花扭結長袖上衣,修長腿型！造型釦帶簡約質感直筒落地褲,fit
2851,AB14278,CA2159,台灣製造。含棉英字印花扭結長袖上衣,假兩件側開衩抓皺造型A字裙,not_fit
2852,AB14278,BA6039,台灣製造。含棉英字印花扭結長袖上衣,高含棉磨毛彈力纖腿喇叭褲,fit
2853,AB14278,BA5912,台灣製造。含棉英字印花扭結長袖上衣,高腰高彈保暖內絨毛踩腳內搭褲,not_fit
2854,AB14278,CA2140,台灣製造。含棉英字印花扭結長袖上衣,質感皮革腰鬆緊百褶長裙,not_fit
2855,AB14278,CA2165,台灣製造。含棉英字印花扭結長袖上衣,質感光澤絲絨百褶透紗中長裙,fit
2856,AB14278,BA5873,台灣製造。含棉英字印花扭結長袖上衣,視覺-5KG。時尚修身高彈高腰收腹腰鬆緊喇叭長褲,fit
2857,AB14278,BA5984,台灣製造。含棉英字印花扭結長袖上衣,純色知性織帶裝飾針織小喇叭褲,fit
2858,AB14278,BA6043,台灣製造。含棉英字印花扭結長袖上衣,質感親膚條紋細緻彈性針織寬褲,not_fit
2859,AB14278,CA2223,台灣製造。含棉英字印花扭結長袖上衣,保暖針織配色修身A字短裙,not_fit
2860,AB14282,CA2255,台灣製造。含棉英字刺繡荷葉長袖上衣,韓系質感皮革後開衩窄裙,fit
2861,AB14282,CA2204,台灣製造。含棉英字刺繡荷葉長袖上衣,臧芮軒。質感滿版印花燈芯絨A字波浪傘襬中長裙,fit
2862,AB14282,CA2082,台灣製造。含棉英字刺繡荷葉長袖上衣,純色不易皺後鬆緊可調節吊帶長裙,not_fit
2863,AB14282,BA5916,台灣製造。含棉英字刺繡荷葉長袖上衣,質感純色高腰俐落西裝長寬褲(附造型腰帶),not_fit
2864,AB14282,CA2166,台灣製造。含棉英字刺繡荷葉長袖上衣,假兩件．雙層格紋拼接網紗荷葉傘襬中長裙,fit
2865,AB14282,KG0928,台灣製造。含棉英字刺繡荷葉長袖上衣,率性刷破牛仔窄管褲,fit
2866,AB14282,MA0357,台灣製造。含棉英字刺繡荷葉長袖上衣,魔術360~褲口抽鬚率性刷破孕婦褲,fit
2867,AB14282,CA2171,台灣製造。含棉英字刺繡荷葉長袖上衣,假兩件．暖感毛呢雙排釦格紋A字短裙,not_fit
2868,AB14282,BA5894,台灣製造。含棉英字刺繡荷葉長袖上衣,輕暖內刷毛．仿舊水洗刷破丹寧窄管褲,fit
2869,AB14282,BA5980,台灣製造。含棉英字刺繡荷葉長袖上衣,保暖內刷毛彈力腰鬆緊配色壓線緊身內搭長褲,fit
2870,AB14282,BA6022,台灣製造。含棉英字刺繡荷葉長袖上衣,韓系高腰造型剪裁排釦設計刷色窄管牛仔褲,fit
2871,AB14282,KG0933,台灣製造。含棉英字刺繡荷葉長袖上衣,復古格紋配色毛呢打褶短褲裙,not_fit
2872,AB14282,KG0934,台灣製造。含棉英字刺繡荷葉長袖上衣,高含棉寬鬆舒適休閒水洗丹寧打褶直筒褲,fit
2873,AB14282,QA1128,台灣製造。含棉英字刺繡荷葉長袖上衣,造型口袋壓紋縮口好動褲/長褲,wrong
2874,AB14282,CA2081,台灣製造。含棉英字刺繡荷葉長袖上衣,純色打褶後鬆緊傘擺內裡中長裙,not_fit
2875,AB14282,BA5862,台灣製造。含棉英字刺繡荷葉長袖上衣,小男友個性反摺抽鬚棉質丹寧/牛仔長褲,fit
2876,AB14282,CA2157,台灣製造。含棉英字刺繡荷葉長袖上衣,全鬆緊腰頭知性斜條網紗長裙,not_fit
2877,AB14282,CA2072,台灣製造。含棉英字刺繡荷葉長袖上衣,雪紡簡約質感開衩後鬆緊長裙,not_fit
2878,AB14282,KG0940,台灣製造。含棉英字刺繡荷葉長袖上衣,素色棉質羅紋後開衩中長裙,fit
2879,AB14282,BA5868,台灣製造。含棉英字刺繡荷葉長袖上衣,視覺-5KG。修身高彈高腰收腹腰鬆緊窄管牛仔長褲,fit
2880,AB14289,BA5853,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,高含棉街頭風牛仔腰鬆緊織帶造型哈倫長褲,not_fit
2881,AB14289,BA5969,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,質感不易皺修身造型排釦打褶長寬褲,not_fit
2882,AB14289,BA5983,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,知性圓領打褶不易皺微奢光澤俐落連身長褲,not_fit
2883,AB14289,BA5810,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,質感雪紡後鬆緊修身打褶寬褲,fit
2884,AB14289,KG0927,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,不收邊割破窄管牛仔褲,fit
2885,AB14289,BA6038,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,抽鬚纖腿美型喇叭彈力牛仔褲,fit
2886,AB14289,BA6007,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,彈力寬版收腹腰頭純色口袋直筒褲,not_fit
2887,AB14289,BA5982,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,絲滑質感莫代爾腰鬆緊抽繩縮口休閒褲,not_fit
2888,AB14289,BA6041,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,造型腰頭高彈力內刷毛緊身窄管長褲,fit
2889,AB14289,BA5966,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,純色修身綁帶後鬆緊七分寬褲,not_fit
2890,AB14289,CA2010,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,圖騰印花收腰鬆緊傘襬雪紡短褲裙．附編織皮帶,not_fit
2891,AB14289,CA2157,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,全鬆緊腰頭知性斜條網紗長裙,not_fit
2892,AB14289,KB1113,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,KITTY露營系列~刷破水洗不收邊褲管丹寧印圖吊帶褲,not_fit
2893,AB14289,CA2121,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,英倫風撞色格紋A字短裙,not_fit
2894,AB14289,CA2225,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,輕暖磨毛前開衩大口袋A字裙-附腰帶,not_fit
2895,AB14289,CA2227,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,英倫格紋立體織紋釦飾打褶A字裙,not_fit
2896,AB14289,KS0755,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,台灣製造．腰鬆緊抽繩膝蓋3D剪裁口袋運動褲,not_fit
2897,AB14289,CA2134,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,滿版小碎花抓皺造型後腰鬆緊魚尾短裙,not_fit
2898,AB14289,CA2219,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,優雅層次配色腰鬆緊A字壓褶裙,not_fit
2899,AB14289,CA2123,高棉量輕磨毛條紋星星異材質拼接喇叭袖上衣,臧芮軒。細緻蕾絲刺繡不規則拼接波浪魚尾短裙,not_fit
2900,AB14290,KL1004,細緻厚雪紡幾何立體壓褶拋袖上衣,簡約美式印花鬆緊縮口休閒褲,wrong
2901,AB14290,KG1002,細緻厚雪紡幾何立體壓褶拋袖上衣,防潑水造型口袋腰鬆緊綁帶中長裙,fit
2902,AB14290,BA5926,細緻厚雪紡幾何立體壓褶拋袖上衣,舒適彈力緊身丹寧窄管長褲,fit
2903,AB14290,KG0929,細緻厚雪紡幾何立體壓褶拋袖上衣,皮革造形抽繩腰鬆緊纖瘦長褲,not_fit
2904,AB14290,CA2143,細緻厚雪紡幾何立體壓褶拋袖上衣,純色腰鬆緊立體花朵繡花網紗中長裙,fit
2905,AB14290,BA5830,細緻厚雪紡幾何立體壓褶拋袖上衣,純色高腰彈力加壓寬版腰頭吸濕排汗窄管緊身長褲,not_fit
2906,AB14290,KS0763,細緻厚雪紡幾何立體壓褶拋袖上衣,台灣製造．腰頭數位印花鬆緊抽繩運動褲,not_fit
2907,AB14290,CA2113,細緻厚雪紡幾何立體壓褶拋袖上衣,臧芮軒。蕾絲刺繡網紗配色鬆緊百褶長裙,fit
2908,AB14290,BA5832,細緻厚雪紡幾何立體壓褶拋袖上衣,高含棉造型壓褶裝飾抽鬚牛仔長寬褲,fit
2909,AB14290,BA5860,細緻厚雪紡幾何立體壓褶拋袖上衣,燈芯絨金屬扣層次造型短褲裙,fit
2910,AB14290,CA2120,細緻厚雪紡幾何立體壓褶拋袖上衣,臧芮軒。柔軟舒適彈力修身針織長裙,fit
2911,AB14290,CA2238,細緻厚雪紡幾何立體壓褶拋袖上衣,質感麂皮側壓釦造型剪接A字短裙,fit
2912,AB14290,KB1117,細緻厚雪紡幾何立體壓褶拋袖上衣,KITTY露營系列~純棉大口袋腰鬆緊綁帶中長裙,not_fit
2913,AB14290,BA5956,細緻厚雪紡幾何立體壓褶拋袖上衣,金屬腰帶打褶西裝短褲,fit
2914,AB14290,KS0749,細緻厚雪紡幾何立體壓褶拋袖上衣,防潑水腰鬆緊褲管羅紋拼接運動燈籠褲,not_fit
2915,AB14290,KG0909,細緻厚雪紡幾何立體壓褶拋袖上衣,高含棉素色造型假口袋寬版長褲,fit
2916,AB14290,BA5870,細緻厚雪紡幾何立體壓褶拋袖上衣,視覺-5KG。纖彈力腰頭加壓收腹修身窄管牛仔長褲,fit
2917,AB14290,KG0968,細緻厚雪紡幾何立體壓褶拋袖上衣,素色羅紋腰鬆緊寬版長褲,not_fit
2918,AB14290,QA1167,細緻厚雪紡幾何立體壓褶拋袖上衣,糖果鈕釦純棉率性牛仔褲,wrong
2919,AB14290,CA2202,細緻厚雪紡幾何立體壓褶拋袖上衣,緞面微光澤後腰鬆緊A字長裙,fit
2920,AB14295,BA6007,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,彈力寬版收腹腰頭純色口袋直筒褲,fit
2921,AB14295,CA2108,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,高含棉格紋配色拼接A字裙．褲型內裡,not_fit
2922,AB14295,BA5909,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,簡約質感皮革打褶內裡短褲,fit
2923,AB14295,BA5898,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,休閒刷色造型腰頭顯瘦緊身長褲,fit
2924,AB14295,KB1171,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,KITTY聖誕系列~質感燈心絨磨毛裙襬印圖短裙,fit
2925,AB14295,BA6033,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,保暖內磨毛收腹寬版剪接鬆緊腰頭彈力窄管褲,fit
2926,AB14295,CA2104,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,高含棉牛仔修身開衩A字裙,fit
2927,AB14295,QA1159,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,質感雙口袋高彈力純棉長褲,wrong
2928,AB14295,QA1110,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,童趣感純棉好動縮口褲,wrong
2929,AB14295,CA2204,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,臧芮軒。質感滿版印花燈芯絨A字波浪傘襬中長裙,fit
2930,AB14295,CA2238,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,質感麂皮側壓釦造型剪接A字短裙,fit
2931,AB14295,CA2070,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,雪紡水彩印花側開衩後鬆緊A字長裙,not_fit
2932,AB14295,MA0357,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,魔術360~褲口抽鬚率性刷破孕婦褲,fit
2933,AB14295,CA2085,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,純色透氣針織腰鬆緊木耳邊A字短裙,not_fit
2934,AB14295,BA5922,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,高含棉牛仔修身高腰雙排釦收腹抽鬚落地直筒長褲,fit
2935,AB14295,BA5890,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,純色質感光澤腰鬆緊長寬褲裙,not_fit
2936,AB14295,QA1106,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,好動褲系列~街頭感大口袋縮口褲,wrong
2937,AB14295,BA5866,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,純色高含棉修身立體打褶哈倫長褲,not_fit
2938,AB14295,BA6000,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,修長腿型！造型釦帶簡約質感直筒落地褲,fit
2939,AB14295,CA2068,臧芮軒。蕾絲透紗拼接娃娃領拋袖雪紡上衣,雪紡不對稱荷葉波浪裝飾後鬆緊中長裙,not_fit
2940,AB14302,KS0775,台灣製造。短版休閒英字印花長袖衛衣大學T,防潑水造型織帶腰頭拼接金屬拉鍊口袋運動長褲,fit
2941,AB14302,BA5944,台灣製造。短版休閒英字印花長袖衛衣大學T,高含棉牛仔抽繩收腰連身吊帶長褲,not_fit
2942,AB14302,BA5813,台灣製造。短版休閒英字印花長袖衛衣大學T,高含棉造型後口袋俐落牛仔直筒長褲,fit
2943,AB14302,BA5881,台灣製造。短版休閒英字印花長袖衛衣大學T,質感皮革排釦口袋褲裙,not_fit
2944,AB14302,BA5879,台灣製造。短版休閒英字印花長袖衛衣大學T,牛仔彈力造型腰頭雙排釦窄管長褲,fit
2945,AB14302,BA5812,台灣製造。短版休閒英字印花長袖衛衣大學T,純色不易皺後鬆緊裝飾釦九分寬褲,not_fit
2946,AB14302,CA2070,台灣製造。短版休閒英字印花長袖衛衣大學T,雪紡水彩印花側開衩後鬆緊A字長裙,not_fit
2947,AB14302,BA5877,台灣製造。短版休閒英字印花長袖衛衣大學T,高彈修身纖細開衩抽鬚喇叭九分牛仔褲,fit
2948,AB14302,BA5635,台灣製造。短版休閒英字印花長袖衛衣大學T,俐落修長後鬆緊直筒小喇叭西裝褲,fit
2949,AB14302,BA5989,台灣製造。短版休閒英字印花長袖衛衣大學T,保暖毛呢拼接配色格紋長寬褲,fit
2950,AB14302,BA6025,台灣製造。短版休閒英字印花長袖衛衣大學T,彈力牛仔修身高腰收腹造型腰頭緊身長褲,fit
2951,AB14302,BA5841,台灣製造。短版休閒英字印花長袖衛衣大學T,純色質感俐落立體車線不易皺直筒西裝褲,fit
2952,AB14302,BA5992,台灣製造。短版休閒英字印花長袖衛衣大學T,純色高含棉排釦腰鬆緊修飾車線哈倫長褲,fit
2953,AB14302,CA2120,台灣製造。短版休閒英字印花長袖衛衣大學T,臧芮軒。柔軟舒適彈力修身針織長裙,not_fit
2954,AB14302,BA5901,台灣製造。短版休閒英字印花長袖衛衣大學T,個性破損小男友風丹寧/牛仔吊帶褲,not_fit
2955,AB14302,BA5935,台灣製造。短版休閒英字印花長袖衛衣大學T,質感美型纖細小喇叭長褲,fit
2956,AB14302,CA2081,台灣製造。短版休閒英字印花長袖衛衣大學T,純色打褶後鬆緊傘擺內裡中長裙,not_fit
2957,AB14302,KS0729,台灣製造。短版休閒英字印花長袖衛衣大學T,台灣製造．高彈力造型口袋高腰運動貼腿褲,fit
2958,AB14302,BA5961,台灣製造。短版休閒英字印花長袖衛衣大學T,簡約質感格紋毛呢短褲,fit
2959,AB14302,KS0755,台灣製造。短版休閒英字印花長袖衛衣大學T,台灣製造．腰鬆緊抽繩膝蓋3D剪裁口袋運動褲,fit
2960,AB14304,BA6141,休閒街頭風英字印花長袖上衣,假兩件彈力腰鬆緊內搭A字長褲裙,fit
2961,AB14304,CA2238,休閒街頭風英字印花長袖上衣,質感麂皮側壓釦造型剪接A字短裙,not_fit
2962,AB14304,KS0728,休閒街頭風英字印花長袖上衣,台灣製造．高彈力造型車縫拼接織帶運動貼腿褲,not_fit
2963,AB14304,BA5941,休閒街頭風英字印花長袖上衣,高彈牛仔高腰收腹刷破鬚邊反折緊身長褲,fit
2964,AB14304,CA2161,休閒街頭風英字印花長袖上衣,質感厚雪紡不易皺交衩撞色A字裙,not_fit
2965,AB14304,BA5849,休閒街頭風英字印花長袖上衣,時尚美型高彈力含棉牛仔修身喇叭長褲,fit
2966,AB14304,BA5916,休閒街頭風英字印花長袖上衣,質感純色高腰俐落西裝長寬褲(附造型腰帶),not_fit
2967,AB14304,BA5886,休閒街頭風英字印花長袖上衣,彈力高腰排釦造型寬腰頭修身牛仔抽鬚窄管褲,fit
2968,AB14304,CA2160,休閒街頭風英字印花長袖上衣,純色簡約不對稱剪裁口袋A字裙,not_fit
2969,AB14304,CA2200,休閒街頭風英字印花長袖上衣,浪漫修身腰鬆緊包臀魚尾中長裙,not_fit
2970,AB14304,QA1186,休閒街頭風英字印花長袖上衣,親子系列~純棉微笑刺繡口袋吊帶褲,not_fit
