head_label,tail_label,head_name,tail_name,ans
AB14894,BA6135,柔美荷葉綁帶五分袖雪紡長版上衣,視覺-5KG．清涼關係學涼感超彈布纖腰美型七分褲,fit
AB14894,CA2315,柔美荷葉綁帶五分袖雪紡長版上衣,雪紡滿版碎花荷葉A字蛋糕裙,not_fit
AB14894,BA6086,柔美荷葉綁帶五分袖雪紡長版上衣,含棉牛仔修身高腰落地寬長褲,fit
AB14894,BA6114,柔美荷葉綁帶五分袖雪紡長版上衣,涼爽滿版印花綁帶腰鬆緊落地寬長褲,not_fit
AB14894,BA6357,柔美荷葉綁帶五分袖雪紡長版上衣,含棉彈力牛仔愛心刺繡排釦窄管八分長褲,fit
AB14894,KB1214,柔美荷葉綁帶五分袖雪紡長版上衣,刺繡kitty純棉下襬抽鬚A字牛仔裙,fit
AB14894,BA6268,柔美荷葉綁帶五分袖雪紡長版上衣,氣質高腰立體打褶不易皺長褲,fit
AB14894,BA6134,柔美荷葉綁帶五分袖雪紡長版上衣,視覺-5KG．清涼關係學涼感超彈布高腰鬆緊塑腹窄管褲,fit
AB14894,CA2361,柔美荷葉綁帶五分袖雪紡長版上衣,純色腰鬆緊綁帶口袋開衩A字長裙,fit
AB14894,BA6108,柔美荷葉綁帶五分袖雪紡長版上衣,高含棉甜美可調節吊帶短褲,not_fit
AB14900,BA6378,高含棉休閒英字相片印花短袖上衣,不易皺飄逸涼感雪紡微透肌長褲裙,fit
AB14900,BA6047,高含棉休閒英字相片印花短袖上衣,多色多口袋彈力顯瘦貼腿褲,fit
AB14900,BA6149,高含棉休閒英字相片印花短袖上衣,高含棉後腰鬆緊高腰打褶附釦環腰帶長褲,fit
AB14900,CA2352,高含棉休閒英字相片印花短袖上衣,純色蝴蝶結腰綁帶A字不易皺中長裙,fit
AB14900,CA2387,高含棉休閒英字相片印花短袖上衣,風格人物．胡貝寶 高含棉排釦腰頭牛仔短裙,fit
AB14900,BA6244,高含棉休閒英字相片印花短袖上衣,俐落側腰鬆緊直筒九分褲/西裝褲,fit
AB14900,BA6380,高含棉休閒英字相片印花短袖上衣,都會女伶知性細格紋高腰打褶寬褲,fit
AB14900,BA6258,高含棉休閒英字相片印花短袖上衣,居家休閒!高含棉薄牛仔民族風A字短褲,fit
AB14900,BA6387,高含棉休閒英字相片印花短袖上衣,造型鬆緊腰頭反摺修身短褲,fit
AB14900,BA6328,高含棉休閒英字相片印花短袖上衣,高含棉美型開衩九分直筒褲,fit
AB14900,BA6205,高含棉休閒英字相片印花短袖上衣,高腰鬆緊抽繩滿版印花寬褲,fit
AB14900,CA2411,高含棉休閒英字相片印花短袖上衣,滿版小圓點高腰鬆緊層次內裡蛋糕裙,fit
AB14900,BA6197,高含棉休閒英字相片印花短袖上衣,簡約舒適不易皺雪紡腰後鬆緊A字短褲,fit
AB14900,BA6195,高含棉休閒英字相片印花短袖上衣,高含棉鬆緊腰鈕釦造型多口袋短褲/五分褲,fit
AB14900,BA6186,高含棉休閒英字相片印花短袖上衣,清涼關係學．涼感彈力鬆緊打褶口袋九分西裝褲,fit
AB14900,BA6359,高含棉休閒英字相片印花短袖上衣,純色棉麻腰鬆緊抽繩口袋寬褲裙,fit
AB14900,BA6165,高含棉休閒英字相片印花短袖上衣,蝴蝶結綁帶腰鬆緊雪紡飄逸褲裙,fit
AB14900,BA6092,高含棉休閒英字相片印花短袖上衣,高含棉釦環腰帶直筒中腰牛仔落地寬褲,fit
AB14900,CA2258,高含棉休閒英字相片印花短袖上衣,高含棉後腰鬆緊七分開衩A字裙,fit
AB14900,BA6170,高含棉休閒英字相片印花短袖上衣,雲朵自訂款-不對稱反折腰頭五分牛仔褲,fit
AB14902,BA6259,台灣製造含棉英文圖T連帽上衣,涼爽不易皺厚雪紡西裝直筒長褲,not_fit
AB14902,BA6067,台灣製造含棉英文圖T連帽上衣,收腹修身彈性抽鬚鬆緊窄管牛仔褲,fit
AB14902,CA2330,台灣製造含棉英文圖T連帽上衣,高含棉率性斜排釦前開衩斜紋長裙,fit
AB14902,BA6180,台灣製造含棉英文圖T連帽上衣,涼爽雪紡幾何印花腰後鬆緊寬褲,not_fit
AB14902,CA2382,台灣製造含棉英文圖T連帽上衣,風格人物．胡貝寶 造型拼接不規則彈力牛仔裙,fit
AB14902,BA6169,台灣製造含棉英文圖T連帽上衣,彈力牛仔高腰纖瘦落地寬褲,fit
AB14902,CA2381,台灣製造含棉英文圖T連帽上衣,微性感牛仔修身高腰抽鬚開衩A字長裙,fit
AB14902,CA2301,台灣製造含棉英文圖T連帽上衣,輕薄飄逸葉片印花鬆緊腰長裙,not_fit
AB14902,BA6072,台灣製造含棉英文圖T連帽上衣,V領附腰帶雪紡不易皺舒適連身褲,not_fit
AB14902,CA2384,台灣製造含棉英文圖T連帽上衣,蕾絲花邊拼接後鬆緊褲裙,fit
AB14902,CA2380,台灣製造含棉英文圖T連帽上衣,高含棉中腰牛仔修身造型排釦七分窄裙,fit
AB14902,CA2310,台灣製造含棉英文圖T連帽上衣,高含棉牛仔剪接刷色抽鬚魚尾長裙,fit
AB14902,KG1083,台灣製造含棉英文圖T連帽上衣,率性挖洞腰鬆緊抽繩棉長褲,fit
AB14902,KS0796,台灣製造含棉英文圖T連帽上衣,抗UV防潑水抽繩鬆緊腰雙層短褲,fit
AB14902,BA6184,台灣製造含棉英文圖T連帽上衣,簡約純色花苞腰後鬆緊A字短褲,not_fit
AB14902,BA6223,台灣製造含棉英文圖T連帽上衣,寬版修身高腰排釦抽鬚牛仔短褲,fit
AB14902,BA6199,台灣製造含棉英文圖T連帽上衣,拼色抽鬚牛仔長寬褲,fit
AB14902,BA6139,台灣製造含棉英文圖T連帽上衣,視覺-5KG。纖腰長腿刷色牛仔喇叭八分褲,fit
AB14902,CA2261,台灣製造含棉英文圖T連帽上衣,高含棉高腰不對稱開衩腰帶A字長裙,fit
AB14902,CA2377,台灣製造含棉英文圖T連帽上衣,高含棉拼接纖瘦口袋短裙．褲型內裡,fit
AB14906,CA2353,涼爽拼接印花綁結短袖上衣,純色高含棉腰鬆緊綁帶口袋七分A字裙,not_fit
AB14906,BA6134,涼爽拼接印花綁結短袖上衣,視覺-5KG．清涼關係學涼感超彈布高腰鬆緊塑腹窄管褲,fit
AB14906,BA6172,涼爽拼接印花綁結短袖上衣,含棉牛仔彈力修身立體水洗窄管長褲,fit
AB14906,KG1063,涼爽拼接印花綁結短袖上衣,高含棉不收邊蕾絲拼接腰鬆緊短褲,not_fit
AB14906,BA6097,涼爽拼接印花綁結短袖上衣,氣質純色長版寬褲,fit
AB14906,BA6108,涼爽拼接印花綁結短袖上衣,高含棉甜美可調節吊帶短褲,not_fit
AB14906,CA2400,涼爽拼接印花綁結短袖上衣,簡約剪裁及膝修飾A字裙,fit
AB14906,CA2365,涼爽拼接印花綁結短袖上衣,浪漫滿版印花修身後鬆緊A字長裙,not_fit
AB14906,CA2299,涼爽拼接印花綁結短袖上衣,點點網紗腰鬆緊飄逸蛋糕裙,not_fit
AB14906,BA6213,涼爽拼接印花綁結短袖上衣,V領涼感氣質排釦無袖連身褲,not_fit
AB14906,BA6052,涼爽拼接印花綁結短袖上衣,質感跳色車線腰鬆緊仿牛仔褲,fit
AB14906,BA6290,涼爽拼接印花綁結短袖上衣,涼爽修身釦飾不易皺雪紡長褲,fit
AB14906,KS0817,涼爽拼接印花綁結短袖上衣,台灣製褲口打褶抽繩運動褲/休閒褲,not_fit
AB14906,CA2264,涼爽拼接印花綁結短袖上衣,不易皺蝴蝶結綁帶側開衩套裝A字裙,not_fit
AB14906,BA6261,涼爽拼接印花綁結短袖上衣,純色觸膚涼感後鬆緊打褶拉鍊開衩哈倫長褲,fit
AB14906,CA2387,涼爽拼接印花綁結短袖上衣,風格人物．胡貝寶 高含棉排釦腰頭牛仔短裙,fit
AB14906,CA2303,涼爽拼接印花綁結短袖上衣,雲朵自訂款-甜美微性感不對稱拼接腰鬆緊長裙,not_fit
AB14906,CA2389,涼爽拼接印花綁結短袖上衣,圓點普普風蛋糕A字傘襬長裙,not_fit
AB14906,CA2300,涼爽拼接印花綁結短袖上衣,全腰鬆緊波浪裙襬蛋糕長裙,not_fit
AB14906,KG1052,涼爽拼接印花綁結短袖上衣,高含棉剪接造型反折牛仔長寬褲,fit
AB14910,BA6220,法式優雅雕花袖上衣,鬆緊腰造型口袋電繡收腹休閒褲,fit
AB14910,BA6106,法式優雅雕花袖上衣,V領打褶寬襬連身長褲．附綁帶,not_fit
AB14910,KB1214,法式優雅雕花袖上衣,刺繡kitty純棉下襬抽鬚A字牛仔裙,fit
AB14910,BA6162,法式優雅雕花袖上衣,造型釦多口袋腰鬆緊牛仔小男友褲,fit
AB14910,BA6059,法式優雅雕花袖上衣,輕薄涼感腰鬆緊直筒七分褲,fit
AB14910,BA6304,法式優雅雕花袖上衣,滿版印花夏日風情粗肩帶無袖連身褲,not_fit
AB14910,BA6252,法式優雅雕花袖上衣,不易皺雪紡吊帶打褶連身西裝寬褲,not_fit
AB14910,CA2425,法式優雅雕花袖上衣,高含棉．活片造型側綁帶牛仔短裙,fit
AB14910,BA6176,法式優雅雕花袖上衣,滿版印花收腰小可愛五分袖連身短褲,not_fit
AB14910,BA6055,法式優雅雕花袖上衣,高腰排釦彈力纖長破洞窄管牛仔褲,fit
AB14910,BA6380,法式優雅雕花袖上衣,都會女伶知性細格紋高腰打褶寬褲,fit
AB14910,BA6174,法式優雅雕花袖上衣,雲朵自訂款-涼感不易皺造型斜腰頭後鬆緊寬褲,fit
AB14910,KG1110,法式優雅雕花袖上衣,撞色條紋腰鬆緊運動風長寬褲,not_fit
AB14910,BA6205,法式優雅雕花袖上衣,高腰鬆緊抽繩滿版印花寬褲,fit
AB14910,BA6310,法式優雅雕花袖上衣,OL系列簡約造型腰帶百摺西裝短褲,fit
AB14910,CA2268,法式優雅雕花袖上衣,高含棉造型腰頭率性斜開衩A字裙,fit
AB14910,KG1106,法式優雅雕花袖上衣,不易皺配色線條英文刺繡短裙,not_fit
AB14910,BA6178,法式優雅雕花袖上衣,休閒涼爽滿版印花壓紋腰鬆緊寬長褲,not_fit
AB14910,CA2244,法式優雅雕花袖上衣,高含棉修身高腰後鬆緊A字長裙,fit
AB14910,BA6201,法式優雅雕花袖上衣,波西米亞全腰鬆緊膚涼感綁帶短褲,fit
AB14916,CA2391,浪漫荷葉V領可收腰雪紡印花不易皺上衣,度假遊旅沁涼異國圖騰鬆緊腰雪紡裙,not_fit
AB14916,BA6066,浪漫荷葉V領可收腰雪紡印花不易皺上衣,寬鬆壓褶涼爽質感休閒長寬褲,fit
AB14916,BA6184,浪漫荷葉V領可收腰雪紡印花不易皺上衣,簡約純色花苞腰後鬆緊A字短褲,fit
AB14916,CA2375,浪漫荷葉V領可收腰雪紡印花不易皺上衣,輕婚紗．透膚雙層層次蕾絲長紗裙,fit
AB14916,CA2270,浪漫荷葉V領可收腰雪紡印花不易皺上衣,高含棉修身側開衩A字牛仔裙,fit
AB14916,BA6411,浪漫荷葉V領可收腰雪紡印花不易皺上衣,格紋後鬆緊打褶口袋寬版五分褲,not_fit
AB14916,BA6082,浪漫荷葉V領可收腰雪紡印花不易皺上衣,清新舒爽簡約不對稱腰頭直筒長褲,fit
AB14916,BA6388,浪漫荷葉V領可收腰雪紡印花不易皺上衣,口袋荷葉彈性腰點點不易皺開衩褲,not_fit
AB14916,CA2422,浪漫荷葉V領可收腰雪紡印花不易皺上衣,微性感側開衩後鬆緊A字長裙,fit
AB14916,BA6288,浪漫荷葉V領可收腰雪紡印花不易皺上衣,雙釦飾彈性後腰側綁帶打褶短褲,fit
AB14916,BA6126,浪漫荷葉V領可收腰雪紡印花不易皺上衣,撞色造型口袋千鳥格鬆緊休閒褲,not_fit
AB14916,BA6249,浪漫荷葉V領可收腰雪紡印花不易皺上衣,復古洗水鬆緊腰修身直筒牛仔長褲,fit
AB14916,BA6287,浪漫荷葉V領可收腰雪紡印花不易皺上衣,高含棉舒適輕薄簡約純色長褲(附腰帶),fit
AB14916,BA6228,浪漫荷葉V領可收腰雪紡印花不易皺上衣,純色涼爽修身後鬆緊七分燈籠褲,fit
AB14916,KB1215,浪漫荷葉V領可收腰雪紡印花不易皺上衣,刺繡KITTY純棉開衩抽鬚牛仔長裙,fit
AB14916,BA6247,浪漫荷葉V領可收腰雪紡印花不易皺上衣,高含棉撞色車線格紋拼接單寧短褲,fit
AB14916,BA6355,浪漫荷葉V領可收腰雪紡印花不易皺上衣,OL必備!不易皺腰後鬆緊纖長西裝褲,fit
AB14916,BA6260,浪漫荷葉V領可收腰雪紡印花不易皺上衣,質感後腰鬆緊垂墜感微寬打摺長褲,fit
AB14916,BA6386,浪漫荷葉V領可收腰雪紡印花不易皺上衣,夏日滿版樹葉印花高腰寬版七分褲,not_fit
AB14916,BA6086,浪漫荷葉V領可收腰雪紡印花不易皺上衣,含棉牛仔修身高腰落地寬長褲,fit
AB14922,BA6158,愛心蝴蝶結造型領五分袖雪紡上衣,打摺造型口袋A字修身水洗牛仔短褲,fit
AB14922,BA6133,愛心蝴蝶結造型領五分袖雪紡上衣,清涼關係學．輕盈涼感高腰收腹藏肉寬短褲,fit
AB14922,BA6163,愛心蝴蝶結造型領五分袖雪紡上衣,彈力腰頭鬚邊抓破美型牛仔褲,fit
AB14922,BA6337,愛心蝴蝶結造型領五分袖雪紡上衣,風格人物 焦凡凡．荷葉高腰傘襬丹寧/牛仔短褲,fit
AB14922,CA2295,愛心蝴蝶結造型領五分袖雪紡上衣,質感網格鬆緊飄逸紗裙,fit
AB14922,BA6116,愛心蝴蝶結造型領五分袖雪紡上衣,修身配色格紋後鬆緊寬長褲,fit
AB14922,CA2398,愛心蝴蝶結造型領五分袖雪紡上衣,碎花輕柔雪紡彈性內裡腰鬆緊長裙,fit
AB14922,BA6229,愛心蝴蝶結造型領五分袖雪紡上衣,好感修身全腰鬆抽鬚緊窄管九分牛仔褲,fit
AB14922,BA6230,愛心蝴蝶結造型領五分袖雪紡上衣,清涼關係學．涼感多色配色條紋美腿褲,fit
AB14922,BA6119,愛心蝴蝶結造型領五分袖雪紡上衣,剪接配色腰頭包釦後鬆緊寬褲,fit
AB14922,CA2276,愛心蝴蝶結造型領五分袖雪紡上衣,高含棉腰鬆緊口袋五分波浪裙,fit
AB14922,BA6082,愛心蝴蝶結造型領五分袖雪紡上衣,清新舒爽簡約不對稱腰頭直筒長褲,fit
AB14922,BA6054,愛心蝴蝶結造型領五分袖雪紡上衣,質感刷色高腰排釦丹寧破損窄管褲,fit
AB14922,CA2274,愛心蝴蝶結造型領五分袖雪紡上衣,不對稱剪裁前開衩包釦A字裙,fit
AB14922,BA6264,愛心蝴蝶結造型領五分袖雪紡上衣,簡約質感不易皺修身五分短褲,fit
AB14922,CA2322,愛心蝴蝶結造型領五分袖雪紡上衣,質感造型翻蓋口袋A-LINE中長裙,fit
AB14922,BA6083,愛心蝴蝶結造型領五分袖雪紡上衣,純色高含棉彈力腰鬆緊直筒長褲,fit
AB14922,KG1147,愛心蝴蝶結造型領五分袖雪紡上衣,夏日滿版樹葉印花腰鬆緊落地長寬褲,fit
AB14922,CA2370,愛心蝴蝶結造型領五分袖雪紡上衣,知性條紋不對稱飄逸中長裙,fit
AB14922,KS0817,愛心蝴蝶結造型領五分袖雪紡上衣,台灣製褲口打褶抽繩運動褲/休閒褲,not_fit
AB14923,BA6229,長版幾何拼接造型兩穿短袖襯衫上衣,好感修身全腰鬆抽鬚緊窄管九分牛仔褲,fit
AB14923,CA2264,長版幾何拼接造型兩穿短袖襯衫上衣,不易皺蝴蝶結綁帶側開衩套裝A字裙,not_fit
AB14923,BA6257,長版幾何拼接造型兩穿短袖襯衫上衣,造型腰頭排釦寬褲/西裝褲,fit
AB14923,BA6298,長版幾何拼接造型兩穿短袖襯衫上衣,雪紡不易皺微性感無袖連身長褲(附腰帶),not_fit
AB14923,CA2336,長版幾何拼接造型兩穿短袖襯衫上衣,彈力牛仔不對稱百褶內裡A字短裙,fit
AB14923,CA2305,長版幾何拼接造型兩穿短袖襯衫上衣,純色高含棉高腰後鬆緊抽鬚傘擺長裙,not_fit
AB14923,CA2422,長版幾何拼接造型兩穿短袖襯衫上衣,微性感側開衩後鬆緊A字長裙,not_fit
AB14923,BA6366,長版幾何拼接造型兩穿短袖襯衫上衣,涼感造型口袋高含棉A字短褲(附皮帶),fit
AB14923,KS0807,長版幾何拼接造型兩穿短袖襯衫上衣,台灣製拼接網布束褲/瑜珈褲,fit
AB14923,BA6102,長版幾何拼接造型兩穿短袖襯衫上衣,修身高腰肩帶可調節吊帶寬褲,not_fit
AB14923,CA2311,長版幾何拼接造型兩穿短袖襯衫上衣,純色修身實搭排釦後鬆緊A字長裙,fit
AB14923,BA6113,長版幾何拼接造型兩穿短袖襯衫上衣,兩穿可拆式！綁帶高腰打褶腰短褲,fit
AB14923,KG1079,長版幾何拼接造型兩穿短袖襯衫上衣,撞色棉質腰鬆緊前開衩中長裙,not_fit
AB14923,CA2309,長版幾何拼接造型兩穿短袖襯衫上衣,氣質幾何印花鉛筆裙,not_fit
AB14923,BA6313,長版幾何拼接造型兩穿短袖襯衫上衣,高含棉排釦造型反褶A字短褲,fit
AB14923,BA6077,長版幾何拼接造型兩穿短袖襯衫上衣,鈕釦設計大口袋腰鬆緊寬褲裙,not_fit
AB14923,CA2374,長版幾何拼接造型兩穿短袖襯衫上衣,高含棉高腰收腹排釦褲型內裡彈力牛仔短裙,fit
AB14923,BA6312,長版幾何拼接造型兩穿短袖襯衫上衣,高含棉修身高腰造型腰頭反摺牛仔短褲,fit
AB14923,CA2362,長版幾何拼接造型兩穿短袖襯衫上衣,風格人物．胡貝寶 飄逸浪漫側開衩A字長裙,not_fit
AB14923,CA2307,長版幾何拼接造型兩穿短袖襯衫上衣,浪漫碎花腰鬆緊飄逸雪紡開衩裙,not_fit
AB14936,BA6208,花卉印花荷葉立領綁帶雪紡上衣,休閒觸膚涼感牛仔鬆緊腰哈倫長褲,fit
AB14936,CA2281,花卉印花荷葉立領綁帶雪紡上衣,純色高含棉修身高腰A字短褲裙,fit
AB14936,BA6083,花卉印花荷葉立領綁帶雪紡上衣,純色高含棉彈力腰鬆緊直筒長褲,fit
AB14936,BA6160,花卉印花荷葉立領綁帶雪紡上衣,高含棉A字剪接水洗抽鬚牛仔褲,fit
AB14936,BA6253,花卉印花荷葉立領綁帶雪紡上衣,輕正裝純色全腰鬆緊內側開衩長褲,fit
AB14936,CA2321,花卉印花荷葉立領綁帶雪紡上衣,印花裙襬荷葉剪接褲型內裡A字裙,fit
AB14936,CA2332,花卉印花荷葉立領綁帶雪紡上衣,浪漫典雅滿版印花開衩內裡A字長裙,fit
AB14936,BA6238,花卉印花荷葉立領綁帶雪紡上衣,居家時尚。夏日零著感多色雪紡高腰傘襬短褲,fit
AB14936,BA6337,花卉印花荷葉立領綁帶雪紡上衣,風格人物 焦凡凡．荷葉高腰傘襬丹寧/牛仔短褲,fit
AB14936,BA6111,花卉印花荷葉立領綁帶雪紡上衣,質感寬版七分褲,fit
AB14936,KB1185,花卉印花荷葉立領綁帶雪紡上衣,運動KITTY拼接網布抽繩長褲,not_fit
AB14936,BA6183,花卉印花荷葉立領綁帶雪紡上衣,純色含棉修身後鬆緊五分短寬褲,not_fit
AB14936,BA6321,花卉印花荷葉立領綁帶雪紡上衣,修身高腰收腹排釦開衩牛仔喇叭長褲,fit
AB14936,BA6398,花卉印花荷葉立領綁帶雪紡上衣,高含棉牛仔高腰刷色口袋落地寬版長褲,fit
AB14936,CA2365,花卉印花荷葉立領綁帶雪紡上衣,浪漫滿版印花修身後鬆緊A字長裙,fit
AB14936,BA6140,花卉印花荷葉立領綁帶雪紡上衣,清涼關係學．涼感輕薄高彈開衩落地喇叭長褲,fit
AB14936,CA2331,花卉印花荷葉立領綁帶雪紡上衣,涼爽浪漫百褶鬆緊腰雪紡中長裙,fit
AB14936,CA2316,花卉印花荷葉立領綁帶雪紡上衣,高含棉排釦開衩牛仔A字中長裙,fit
AB14936,BA6165,花卉印花荷葉立領綁帶雪紡上衣,蝴蝶結綁帶腰鬆緊雪紡飄逸褲裙,fit
AB14936,BA6268,花卉印花荷葉立領綁帶雪紡上衣,氣質高腰立體打褶不易皺長褲,fit
AB14938,BA6263,台灣製造休閒英文字母印花側開衩T恤,質感滿版花卉印花不對稱設計褲裙,fit
AB14938,BA6393,台灣製造休閒英文字母印花側開衩T恤,前短後長腰彈不易皺美腿短褲,fit
AB14938,CA2358,台灣製造休閒英文字母印花側開衩T恤,雪紡碎花腰鬆緊細壓褶百褶長裙,fit
AB14938,BA6247,台灣製造休閒英文字母印花側開衩T恤,高含棉撞色車線格紋拼接單寧短褲,fit
AB14938,BA6087,台灣製造休閒英文字母印花側開衩T恤,含棉彈力牛仔修身造型腰頭寬長褲,fit
AB14938,CA2409,台灣製造休閒英文字母印花側開衩T恤,高含棉不對稱百褶後拉鍊口袋A字短裙,fit
AB14938,BA6116,台灣製造休閒英文字母印花側開衩T恤,修身配色格紋後鬆緊寬長褲,fit
AB14938,BA6056,台灣製造休閒英文字母印花側開衩T恤,高含棉率性大口袋後腰鬆緊寬褲,fit
AB14938,CA2314,台灣製造休閒英文字母印花側開衩T恤,壓皺紋理後腰鬆緊蛋糕魚尾長裙,fit
AB14938,BA6051,台灣製造休閒英文字母印花側開衩T恤,實搭牛仔刷破修身直筒男友褲,fit
AB14938,CA2293,台灣製造休閒英文字母印花側開衩T恤,純色高含棉後鬆緊側開衩長窄裙,fit
AB14938,KB1180,台灣製造休閒英文字母印花側開衩T恤,運動KITTY抽繩修身寬短褲,fit
AB14938,CA2412,台灣製造休閒英文字母印花側開衩T恤,滿版印花層次A-Line荷葉魚尾短裙,fit
AB14938,CA2410,台灣製造休閒英文字母印花側開衩T恤,不易皺雪紡線條花朵柔滑內裡A字中裙,fit
AB14938,CA2282,台灣製造休閒英文字母印花側開衩T恤,高含棉設計感開衩造型丹寧A字中長裙,fit
AB14938,BA6333,台灣製造休閒英文字母印花側開衩T恤,觸膚涼感後鬆緊打褶直筒西裝褲,fit
AB14938,CA2253,台灣製造休閒英文字母印花側開衩T恤,造型飾釦側打褶A字短裙,fit
AB14938,BA6386,台灣製造休閒英文字母印花側開衩T恤,夏日滿版樹葉印花高腰寬版七分褲,fit
AB14938,BA6262,台灣製造休閒英文字母印花側開衩T恤,觸膚涼感格紋腰鬆緊抽繩縮口長寬褲,fit
AB14938,BA6228,台灣製造休閒英文字母印花側開衩T恤,純色涼爽修身後鬆緊七分燈籠褲,fit
AB14940,BA6166,圓領落肩葉子印花開衩長版短袖上衣,簡約修身純色不易皺西裝褲,fit
AB14940,BA6270,圓領落肩葉子印花開衩長版短袖上衣,高含棉滿版印花後鬆緊綁帶寬版短褲,not_fit
AB14940,BA6290,圓領落肩葉子印花開衩長版短袖上衣,涼爽修身釦飾不易皺雪紡長褲,not_fit
AB14940,BA6380,圓領落肩葉子印花開衩長版短袖上衣,都會女伶知性細格紋高腰打褶寬褲,fit
AB14940,BA6271,圓領落肩葉子印花開衩長版短袖上衣,渡假風修身滿版印花腰鬆緊寬褲裙,fit
AB14940,BA6329,圓領落肩葉子印花開衩長版短袖上衣,高含棉詐欺級美型開衩小喇叭長褲,fit
AB14940,CA2363,圓領落肩葉子印花開衩長版短袖上衣,不易皺雪紡波浪側拉鍊後鬆緊中裙,fit
AB14940,BA6154,圓領落肩葉子印花開衩長版短袖上衣,純色涼爽高腰開衩後鬆緊落地長寬褲,fit
AB14940,KS0805,圓領落肩葉子印花開衩長版短袖上衣,提臀車線簡約束褲/瑜珈褲,not_fit
AB14940,CA2258,圓領落肩葉子印花開衩長版短袖上衣,高含棉後腰鬆緊七分開衩A字裙,fit
AB14940,CA2400,圓領落肩葉子印花開衩長版短袖上衣,簡約剪裁及膝修飾A字裙,fit
AB14940,BA6273,圓領落肩葉子印花開衩長版短袖上衣,高含棉格紋腰鬆緊口袋七分哈倫褲,fit
AB14940,CA2299,圓領落肩葉子印花開衩長版短袖上衣,點點網紗腰鬆緊飄逸蛋糕裙,not_fit
AB14940,KG1052,圓領落肩葉子印花開衩長版短袖上衣,高含棉剪接造型反折牛仔長寬褲,fit
AB14940,BA6371,圓領落肩葉子印花開衩長版短袖上衣,修身微彈力質感A字短褲(附皮帶),fit
AB14940,KB1223,圓領落肩葉子印花開衩長版短袖上衣,夏威夷Kitty高含棉刷破抽鬚印花短褲,fit
AB14940,BA6098,圓領落肩葉子印花開衩長版短袖上衣,丹寧造型口袋全腰鬆緊小直筒褲,fit
AB14940,BA6248,圓領落肩葉子印花開衩長版短袖上衣,高含棉清新葉片印花連身短褲,not_fit
AB14940,CA2267,圓領落肩葉子印花開衩長版短袖上衣,氣質緞面A字長裙,fit
AB14940,CA2293,圓領落肩葉子印花開衩長版短袖上衣,純色高含棉後鬆緊側開衩長窄裙,fit
AB14947,CA2276,純色高含棉挖背蕾絲織帶短袖上衣,高含棉腰鬆緊口袋五分波浪裙,fit
AB14947,BA6273,純色高含棉挖背蕾絲織帶短袖上衣,高含棉格紋腰鬆緊口袋七分哈倫褲,fit
AB14947,CA2337,純色高含棉挖背蕾絲織帶短袖上衣,涼爽不易皺開衩長褲裙(附腰帶),fit
AB14947,BA6371,純色高含棉挖背蕾絲織帶短袖上衣,修身微彈力質感A字短褲(附皮帶),fit
AB14947,BA6113,純色高含棉挖背蕾絲織帶短袖上衣,兩穿可拆式！綁帶高腰打褶腰短褲,fit
AB14947,BA6242,純色高含棉挖背蕾絲織帶短袖上衣,側開衩設計綴釦飾不易皺A字裙/褲裙,fit
AB14947,CA2229,純色高含棉挖背蕾絲織帶短袖上衣,高含棉開衩七分口袋A字窄裙,fit
AB14947,CA2409,純色高含棉挖背蕾絲織帶短袖上衣,高含棉不對稱百褶後拉鍊口袋A字短裙,fit
AB14947,BA6349,純色高含棉挖背蕾絲織帶短袖上衣,可拆式腰帶直筒口袋九分西裝褲,fit
AB14947,BA6291,純色高含棉挖背蕾絲織帶短袖上衣,高含棉牛仔修身造型腰帶落地長寬褲,fit
AB14947,BA6209,純色高含棉挖背蕾絲織帶短袖上衣,質感高腰打褶排釦格紋寬版短褲,fit
AB14947,BA6250,純色高含棉挖背蕾絲織帶短袖上衣,寬腰頭排釦打褶口袋直筒/西裝褲,fit
AB14947,BA6335,純色高含棉挖背蕾絲織帶短袖上衣,配色迷彩後腰鬆緊層次寬版短褲,fit
AB14947,CA2399,純色高含棉挖背蕾絲織帶短袖上衣,高含棉丹寧大口袋彈性腰頭格紋裙,fit
AB14947,BA6324,純色高含棉挖背蕾絲織帶短袖上衣,抽鬚纖腿美型開衩小喇叭彈力牛仔褲,fit
AB14947,KB1213,純色高含棉挖背蕾絲織帶短袖上衣,高含棉KITTY織帶刷破抽鬚低腰短褲,fit
AB14947,CA2383,純色高含棉挖背蕾絲織帶短袖上衣,配色動物紋印花高腰後鬆緊傘襬長裙,fit
AB14947,BA6082,純色高含棉挖背蕾絲織帶短袖上衣,清新舒爽簡約不對稱腰頭直筒長褲,fit
AB14947,CA2332,純色高含棉挖背蕾絲織帶短袖上衣,浪漫典雅滿版印花開衩內裡A字長裙,fit
AB14947,CA2286,純色高含棉挖背蕾絲織帶短袖上衣,前短後長鬆緊腰印花拼接波浪裙,fit
AB14948,BA6091,簡約知性條紋雪紡上衣,彈力牛仔水洗刷色開衩直筒長褲,fit
AB14948,CA2376,簡約知性條紋雪紡上衣,優雅不對稱荷葉裙襬不易皺魚尾裙,fit
AB14948,BA6179,簡約知性條紋雪紡上衣,造型腰耳俐落垂墜打褶寬褲,fit
AB14948,BA6162,簡約知性條紋雪紡上衣,造型釦多口袋腰鬆緊牛仔小男友褲,fit
