index,款號,款號品類,圖片,搭配款,搭配款品類,搭配款主圖,平拍圖
1310,AB13892,上衣,https://image.obdesign.com.tw/catalog/products/AB13892/AB13892@PIC-27.jpg,BA5945,未設定,https://image.obdesign.com.tw/catalog/products/BA5945/BA5945@1.jpg,
1311,AB13892,上衣,https://image.obdesign.com.tw/catalog/products/AB13892/AB13892@PIC-16.jpg,SD0286,未設定,https://image.obdesign.com.tw/catalog/products/SD0286/SD0286@1.jpg,
1312,AB13902,上衣,https://image.obdesign.com.tw/catalog/products/AB13902/AB13902@PIC-2.jpg,BA5909,未設定,https://image.obdesign.com.tw/catalog/products/BA5909/BA5909@1.jpg,
1313,AB13907,上衣,https://image.obdesign.com.tw/catalog/products/AB13907/AB13907@PIC-9.jpg,BA5909,未設定,https://image.obdesign.com.tw/catalog/products/BA5909/BA5909@1.jpg,
1314,AB13916,上衣,https://image.obdesign.com.tw/catalog/products/AB13916/AB13916@PIC-35.jpg,BA5909,未設定,https://image.obdesign.com.tw/catalog/products/BA5909/BA5909@1.jpg,
1315,AB13916,上衣,https://image.obdesign.com.tw/catalog/products/AB13916/AB13916@PIC-13.jpg,SD0295,未設定,https://image.obdesign.com.tw/catalog/products/SD0295/SD0295@1.jpg,
1316,AB13916,上衣,https://image.obdesign.com.tw/catalog/products/AB13916/AB13916@PIC-34.jpg,AB11529,未設定,https://image.obdesign.com.tw/catalog/products/AB11529/AB11529@1.jpg,
1317,AB13920,上衣,https://image.obdesign.com.tw/catalog/products/AB13920/AB13920@PIC-1.jpg,BA5909,未設定,https://image.obdesign.com.tw/catalog/products/BA5909/BA5909@1.jpg,
1318,AB13921,上衣,https://image.obdesign.com.tw/catalog/products/AB13921/AB13921@PIC-12.jpg,BA5909,未設定,https://image.obdesign.com.tw/catalog/products/BA5909/BA5909@1.jpg,
1319,AB13921,上衣,https://image.obdesign.com.tw/catalog/products/AB13921/AB13921@PIC-8.jpg,CA2129,未設定,https://image.obdesign.com.tw/catalog/products/CA2129/CA2129@1.jpg,
1320,AB13921,上衣,https://image.obdesign.com.tw/catalog/products/AB13921/AB13921@PIC-11.jpg,FA2366,未設定,https://image.obdesign.com.tw/catalog/products/FA2366/FA2366@1.jpg,
1321,AB13922,上衣,https://image.obdesign.com.tw/catalog/products/AB13922/AB13922@PIC-9.jpg,FA2287,未設定,https://image.obdesign.com.tw/catalog/products/FA2287/FA2287@1.jpg,https://image.obdesign.com.tw/catalog/products/FA2287/FA2287@CB-T4-61A00572924409EBF640.png
1322,AB13926,上衣,https://image.obdesign.com.tw/catalog/products/AB13926/AB13926@PIC-2.jpg,CA2135,未設定,https://image.obdesign.com.tw/catalog/products/CA2135/CA2135@1.jpg,
1323,AB13926,上衣,https://image.obdesign.com.tw/catalog/products/AB13926/AB13926@PIC-1.jpg,IR0548,未設定,https://image.obdesign.com.tw/catalog/products/IR0548/IR0548@1.jpg,
1324,AB13943,上衣,https://image.obdesign.com.tw/catalog/products/AB13943/AB13943@PIC-6.jpg,BA5909,未設定,https://image.obdesign.com.tw/catalog/products/BA5909/BA5909@1.jpg,
1325,AB13956,上衣,https://image.obdesign.com.tw/catalog/products/AB13956/AB13956@PIC-1.jpg,FA2295,未設定,https://image.obdesign.com.tw/catalog/products/FA2295/FA2295@1.jpg,
1326,AB13956,上衣,https://image.obdesign.com.tw/catalog/products/AB13956/AB13956@PIC-4.jpg,BA5930,未設定,https://image.obdesign.com.tw/catalog/products/BA5930/BA5930@1.jpg,
1327,AB13977,上衣,https://image.obdesign.com.tw/catalog/products/AB13977/AB13977@PIC-1.jpg,BA5507,未設定,https://image.obdesign.com.tw/catalog/products/BA5507/BA5507@1.jpg,
1328,AB13977,上衣,https://image.obdesign.com.tw/catalog/products/AB13977/AB13977@PIC-5.jpg,BA5930,未設定,https://image.obdesign.com.tw/catalog/products/BA5930/BA5930@1.jpg,
1329,AB13982,上衣,https://image.obdesign.com.tw/catalog/products/AB13982/AB13982@PIC-2.jpg,SD0302,未設定,https://image.obdesign.com.tw/catalog/products/SD0302/SD0302@1.jpg,
1330,AB13982,上衣,https://image.obdesign.com.tw/catalog/products/AB13982/AB13982@PIC-6.jpg,SD0293,未設定,https://image.obdesign.com.tw/catalog/products/SD0293/SD0293@1.jpg,
1331,AB13988,上衣,https://image.obdesign.com.tw/catalog/products/AB13988/AB13988@PIC-1.jpg,BA6025,未設定,https://image.obdesign.com.tw/catalog/products/BA6025/BA6025@1.jpg,
1332,AB13994,上衣,https://image.obdesign.com.tw/catalog/products/AB13994/AB13994@PIC-4.jpg,CA2135,未設定,https://image.obdesign.com.tw/catalog/products/CA2135/CA2135@1.jpg,
1333,AB14048,上衣,https://image.obdesign.com.tw/catalog/products/AB14048/AB14048@PIC-1.jpg,SD0302,未設定,https://image.obdesign.com.tw/catalog/products/SD0302/SD0302@1.jpg,
1334,AB14072,上衣,https://image.obdesign.com.tw/catalog/products/AB14072/AB14072@PIC-6.jpg,SD0289,未設定,https://image.obdesign.com.tw/catalog/products/SD0289/SD0289@1.jpg,
1335,AB14090,上衣,https://image.obdesign.com.tw/catalog/products/AB14090/AB14090@PIC-1.jpg,BA4246,未設定,https://image.obdesign.com.tw/catalog/products/BA4246/BA4246@1.jpg,
1336,AB14130,上衣,https://image.obdesign.com.tw/catalog/products/AB14130/AB14130@PIC-1.jpg,SD0293,未設定,https://image.obdesign.com.tw/catalog/products/SD0293/SD0293@1.jpg,
1337,AB14135,上衣,https://image.obdesign.com.tw/catalog/products/AB14135/AB14135@PIC-7.jpg,BA5988,未設定,https://image.obdesign.com.tw/catalog/products/BA5988/BA5988@1.jpg,
1338,AB14175,上衣,https://image.obdesign.com.tw/catalog/products/AB14175/AB14175@PIC-7.jpg,BA5973,未設定,https://image.obdesign.com.tw/catalog/products/BA5973/BA5973@1.jpg,
1339,AB14176,上衣,https://image.obdesign.com.tw/catalog/products/AB14176/AB14176@PIC-6.jpg,FA2390,未設定,https://image.obdesign.com.tw/catalog/products/FA2390/FA2390@1.jpg,https://image.obdesign.com.tw/catalog/products/FA2390/FA2390@CB-T4-36F3D2F20AD448DA15F3.png
1340,AB14186,上衣,https://image.obdesign.com.tw/catalog/products/AB14186/AB14186@PIC-14.jpg,SD0300,未設定,https://image.obdesign.com.tw/catalog/products/SD0300/SD0300@1.jpg,
1341,AB14203,上衣,https://image.obdesign.com.tw/catalog/products/AB14203/AB14203@PIC-2.jpg,SD0285,未設定,https://image.obdesign.com.tw/catalog/products/SD0285/SD0285@1.jpg,
1342,AB14232,上衣,https://image.obdesign.com.tw/catalog/products/AB14232/AB14232@PIC-2.jpg,SD0289,未設定,https://image.obdesign.com.tw/catalog/products/SD0289/SD0289@1.jpg,
1343,AB14235,上衣,https://image.obdesign.com.tw/catalog/products/AB14235/AB14235@PIC-11.jpg,BA4246,未設定,https://image.obdesign.com.tw/catalog/products/BA4246/BA4246@1.jpg,
1344,AB14246,上衣,https://image.obdesign.com.tw/catalog/products/AB14246/AB14246@PIC-2.jpg,CA1054,未設定,https://image.obdesign.com.tw/catalog/products/CA1054/CA1054@1.jpg,
1345,AB14273,上衣,https://image.obdesign.com.tw/catalog/products/AB14273/AB14273@PIC-5.jpg,SD0302,未設定,https://image.obdesign.com.tw/catalog/products/SD0302/SD0302@1.jpg,
1346,AB14291,上衣,https://image.obdesign.com.tw/catalog/products/AB14291/AB14291@PIC-13.jpg,SD0302,未設定,https://image.obdesign.com.tw/catalog/products/SD0302/SD0302@1.jpg,
1347,AB14293,上衣,https://image.obdesign.com.tw/catalog/products/AB14293/AB14293@PIC-2.jpg,BA5852,未設定,https://image.obdesign.com.tw/catalog/products/BA5852/BA5852@1.jpg,
1348,AB14304,上衣,https://image.obdesign.com.tw/catalog/products/AB14304/AB14304@PIC-8.jpg,SD0295,未設定,https://image.obdesign.com.tw/catalog/products/SD0295/SD0295@1.jpg,
1349,AB14313,上衣,https://image.obdesign.com.tw/catalog/products/AB14313/AB14313@1.jpg,BA5206,未設定,https://image.obdesign.com.tw/catalog/products/BA5206/BA5206@1.jpg,
1350,AB14340,上衣,https://image.obdesign.com.tw/catalog/products/AB14340/AB14340@PIC-4.jpg,SD0309,未設定,https://image.obdesign.com.tw/catalog/products/SD0309/SD0309@1.jpg,
1351,AB14340,上衣,https://image.obdesign.com.tw/catalog/products/AB14340/AB14340@PIC-8.jpg,SD0294,未設定,https://image.obdesign.com.tw/catalog/products/SD0294/SD0294@1.jpg,
1352,AB14347,上衣,https://image.obdesign.com.tw/catalog/products/AB14347/AB14347@PIC-2.jpg,SD0296,未設定,https://image.obdesign.com.tw/catalog/products/SD0296/SD0296@1.jpg,
1353,AB14356,上衣,https://image.obdesign.com.tw/catalog/products/AB14356/AB14356@PIC-3.jpg,ZB1062,未設定,https://image.obdesign.com.tw/catalog/products/ZB1062/ZB1062@1.jpg,
1354,AB14357,上衣,https://image.obdesign.com.tw/catalog/products/AB14357/AB14357@PIC-1.jpg,SD0285,未設定,https://image.obdesign.com.tw/catalog/products/SD0285/SD0285@1.jpg,
1355,AB14362,上衣,https://image.obdesign.com.tw/catalog/products/AB14362/AB14362@PIC-7.jpg,SD0302,未設定,https://image.obdesign.com.tw/catalog/products/SD0302/SD0302@1.jpg,
1356,AB14366,上衣,https://image.obdesign.com.tw/catalog/products/AB14366/AB14366@PIC-1.jpg,ZB1095,未設定,https://image.obdesign.com.tw/catalog/products/ZB1095/ZB1095@1.jpg,
1357,AB14390,上衣,https://image.obdesign.com.tw/catalog/products/AB14390/AB14390@PIC-11.jpg,SD0293,未設定,https://image.obdesign.com.tw/catalog/products/SD0293/SD0293@1.jpg,
1358,AB14399,上衣,https://image.obdesign.com.tw/catalog/products/AB14399/AB14399@PIC-1.jpg,CA1813,未設定,https://image.obdesign.com.tw/catalog/products/CA1813/CA1813@1.jpg,
1359,AB14401,上衣,https://image.obdesign.com.tw/catalog/products/AB14401/AB14401@PIC-8.jpg,SD0308,未設定,https://image.obdesign.com.tw/catalog/products/SD0308/SD0308@1.jpg,
1360,AB14410,上衣,https://image.obdesign.com.tw/catalog/products/AB14410/AB14410@PIC-1.jpg,SD0303,未設定,https://image.obdesign.com.tw/catalog/products/SD0303/SD0303@1.jpg,
1361,AB14423,上衣,https://image.obdesign.com.tw/catalog/products/AB14423/AB14423@PIC-2.jpg,ZB1093,未設定,https://image.obdesign.com.tw/catalog/products/ZB1093/ZB1093@1.jpg,
1362,AB14425,上衣,https://image.obdesign.com.tw/catalog/products/AB14425/AB14425@PIC-3.jpg,SD0293,未設定,https://image.obdesign.com.tw/catalog/products/SD0293/SD0293@1.jpg,
1363,AB14427,上衣,https://image.obdesign.com.tw/catalog/products/AB14427/AB14427@PIC-7.jpg,SD0308,未設定,https://image.obdesign.com.tw/catalog/products/SD0308/SD0308@1.jpg,
1364,AB14434,上衣,https://image.obdesign.com.tw/catalog/products/AB14434/AB14434@PIC-3.jpg,SD0308,未設定,https://image.obdesign.com.tw/catalog/products/SD0308/SD0308@1.jpg,
1365,AB14439,上衣,https://image.obdesign.com.tw/catalog/products/AB14439/AB14439@PIC-8.jpg,SD0295,未設定,https://image.obdesign.com.tw/catalog/products/SD0295/SD0295@1.jpg,
1366,AB14439,上衣,https://image.obdesign.com.tw/catalog/products/AB14439/AB14439@PIC-2.jpg,SD0285,未設定,https://image.obdesign.com.tw/catalog/products/SD0285/SD0285@1.jpg,
1367,AB14439,上衣,https://image.obdesign.com.tw/catalog/products/AB14439/AB14439@PIC-12.jpg,ZB1092,未設定,https://image.obdesign.com.tw/catalog/products/ZB1092/ZB1092@1.jpg,
1368,AB14453,上衣,https://image.obdesign.com.tw/catalog/products/AB14453/AB14453@PIC-11.jpg,SD0285,未設定,https://image.obdesign.com.tw/catalog/products/SD0285/SD0285@1.jpg,
1369,AB14453,上衣,https://image.obdesign.com.tw/catalog/products/AB14453/AB14453@PIC-3.jpg,SD0295,未設定,https://image.obdesign.com.tw/catalog/products/SD0295/SD0295@1.jpg,
1370,AB14458,上衣,https://image.obdesign.com.tw/catalog/products/AB14458/AB14458@PIC-7.jpg,BA5973,未設定,https://image.obdesign.com.tw/catalog/products/BA5973/BA5973@1.jpg,
1371,AB14474,上衣,https://image.obdesign.com.tw/catalog/products/AB14474/AB14474@PIC-7.jpg,CA2137,未設定,https://image.obdesign.com.tw/catalog/products/CA2137/CA2137@1.jpg,
1372,AB14478,上衣,https://image.obdesign.com.tw/catalog/products/AB14478/AB14478@PIC-5.jpg,SD0304,未設定,https://image.obdesign.com.tw/catalog/products/SD0304/SD0304@1.jpg,
1373,AB14481,上衣,https://image.obdesign.com.tw/catalog/products/AB14481/AB14481@PIC-1.jpg,SD0295,未設定,https://image.obdesign.com.tw/catalog/products/SD0295/SD0295@1.jpg,
1374,AB14486,上衣,https://image.obdesign.com.tw/catalog/products/AB14486/AB14486@PIC-6.jpg,SD0285,未設定,https://image.obdesign.com.tw/catalog/products/SD0285/SD0285@1.jpg,
1375,AB14512,上衣,https://image.obdesign.com.tw/catalog/products/AB14512/AB14512@PIC-4.jpg,SD0302,未設定,https://image.obdesign.com.tw/catalog/products/SD0302/SD0302@1.jpg,
1376,AB14527,上衣,https://image.obdesign.com.tw/catalog/products/AB14527/AB14527@PIC-4.jpg,BA4803,未設定,https://image.obdesign.com.tw/catalog/products/BA4803/BA4803@1.jpg,
1377,AB14541,上衣,https://image.obdesign.com.tw/catalog/products/AB14541/AB14541@PIC-7.jpg,ZC2119,未設定,https://image.obdesign.com.tw/catalog/products/ZC2119/ZC2119@1.jpg,
1378,AB14544,上衣,https://image.obdesign.com.tw/catalog/products/AB14544/AB14544@PIC-6.jpg,SD0302,未設定,https://image.obdesign.com.tw/catalog/products/SD0302/SD0302@1.jpg,
1379,AB14544,上衣,https://image.obdesign.com.tw/catalog/products/AB14544/AB14544@PIC-7.jpg,ZC2119,未設定,https://image.obdesign.com.tw/catalog/products/ZC2119/ZC2119@1.jpg,
1380,AB14550,上衣,https://image.obdesign.com.tw/catalog/products/AB14550/AB14550@PIC-2.jpg,SD0296,未設定,https://image.obdesign.com.tw/catalog/products/SD0296/SD0296@1.jpg,
1381,AB14556,上衣,https://image.obdesign.com.tw/catalog/products/AB14556/AB14556@PIC-4.jpg,ZC2119,未設定,https://image.obdesign.com.tw/catalog/products/ZC2119/ZC2119@1.jpg,
1382,AB14558,上衣,https://image.obdesign.com.tw/catalog/products/AB14558/AB14558@PIC-10.jpg,BA4803,未設定,https://image.obdesign.com.tw/catalog/products/BA4803/BA4803@1.jpg,
1383,AB14566,上衣,https://image.obdesign.com.tw/catalog/products/AB14566/AB14566@PIC-7.jpg,ZC2127,未設定,https://image.obdesign.com.tw/catalog/products/ZC2127/ZC2127@1.jpg,
1384,AB14580,上衣,https://image.obdesign.com.tw/catalog/products/AB14580/AB14580@PIC-5.jpg,SD0303,未設定,https://image.obdesign.com.tw/catalog/products/SD0303/SD0303@1.jpg,
1385,AB14583,上衣,https://image.obdesign.com.tw/catalog/products/AB14583/AB14583@PIC-4.jpg,ZC2125,未設定,https://image.obdesign.com.tw/catalog/products/ZC2125/ZC2125@1.jpg,
1386,AB14601,上衣,https://image.obdesign.com.tw/catalog/products/AB14601/AB14601@PIC-3.jpg,SD0329,未設定,https://image.obdesign.com.tw/catalog/products/SD0329/SD0329@1.jpg,
1387,AB14609,上衣,https://image.obdesign.com.tw/catalog/products/AB14609/AB14609@PIC-8.jpg,SD0325,未設定,https://image.obdesign.com.tw/catalog/products/SD0325/SD0325@1.jpg,
1388,AB14618,上衣,https://image.obdesign.com.tw/catalog/products/AB14618/AB14618@PIC-4.jpg,ZC2119,未設定,https://image.obdesign.com.tw/catalog/products/ZC2119/ZC2119@1.jpg,
1389,AB14626,上衣,https://image.obdesign.com.tw/catalog/products/AB14626/AB14626@PIC-1.jpg,SD0293,未設定,https://image.obdesign.com.tw/catalog/products/SD0293/SD0293@1.jpg,
1390,AB14660,上衣,https://image.obdesign.com.tw/catalog/products/AB14660/AB14660@PIC-10.jpg,SD0302,未設定,https://image.obdesign.com.tw/catalog/products/SD0302/SD0302@1.jpg,
1391,AB14676,上衣,https://image.obdesign.com.tw/catalog/products/AB14676/AB14676@PIC-30.jpg,FA2408,未設定,https://image.obdesign.com.tw/catalog/products/FA2408/FA2408@1.jpg,https://image.obdesign.com.tw/catalog/products/FA2408/FA2408@CB-T4-D1E1467D91F4D1698579.png
1392,AB14676,上衣,https://image.obdesign.com.tw/catalog/products/AB14676/AB14676@PIC-13.jpg,BA6082,未設定,https://image.obdesign.com.tw/catalog/products/BA6082/BA6082@1.jpg,
1393,AB14676,上衣,https://image.obdesign.com.tw/catalog/products/AB14676/AB14676@PIC-18.jpg,CA2229,未設定,https://image.obdesign.com.tw/catalog/products/CA2229/CA2229@1.jpg,
1394,AB14676,上衣,https://image.obdesign.com.tw/catalog/products/AB14676/AB14676@PIC-11.jpg,BA5952,未設定,https://image.obdesign.com.tw/catalog/products/BA5952/BA5952@1.jpg,
1395,AB14680,上衣,https://image.obdesign.com.tw/catalog/products/AB14680/AB14680@PIC-9.jpg,SD0329,未設定,https://image.obdesign.com.tw/catalog/products/SD0329/SD0329@1.jpg,
1396,AB14699,上衣,https://image.obdesign.com.tw/catalog/products/AB14699/AB14699@PIC-3.jpg,ZC2178,未設定,https://image.obdesign.com.tw/catalog/products/ZC2178/ZC2178@1.jpg,
1397,AB14699,上衣,https://image.obdesign.com.tw/catalog/products/AB14699/AB14699@PIC-5.jpg,SD0337,未設定,https://image.obdesign.com.tw/catalog/products/SD0337/SD0337@1.jpg,
1398,AB14701,上衣,https://image.obdesign.com.tw/catalog/products/AB14701/AB14701@PIC-24.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1399,AB14713,上衣,https://image.obdesign.com.tw/catalog/products/AB14713/AB14713@PIC-24.jpg,ZC2142,未設定,https://image.obdesign.com.tw/catalog/products/ZC2142/ZC2142@1.jpg,
1400,AB14713,上衣,https://image.obdesign.com.tw/catalog/products/AB14713/AB14713@PIC-9.jpg,ZC2119,未設定,https://image.obdesign.com.tw/catalog/products/ZC2119/ZC2119@1.jpg,
1401,AB14715,上衣,https://image.obdesign.com.tw/catalog/products/AB14715/AB14715@PIC-4.jpg,SD0308,未設定,https://image.obdesign.com.tw/catalog/products/SD0308/SD0308@1.jpg,
1402,AB14716,上衣,https://image.obdesign.com.tw/catalog/products/AB14716/AB14716@PIC-9.jpg,SD0325,未設定,https://image.obdesign.com.tw/catalog/products/SD0325/SD0325@1.jpg,
1403,AB14730,上衣,https://image.obdesign.com.tw/catalog/products/AB14730/AB14730@PIC-5.jpg,ZC2127,未設定,https://image.obdesign.com.tw/catalog/products/ZC2127/ZC2127@1.jpg,
1404,AB14730,上衣,https://image.obdesign.com.tw/catalog/products/AB14730/AB14730@PIC-13.jpg,SD0325,未設定,https://image.obdesign.com.tw/catalog/products/SD0325/SD0325@1.jpg,
1405,AB14737,上衣,https://image.obdesign.com.tw/catalog/products/AB14737/AB14737@PIC-10.jpg,SD0325,未設定,https://image.obdesign.com.tw/catalog/products/SD0325/SD0325@1.jpg,
1406,AB14749,上衣,https://image.obdesign.com.tw/catalog/products/AB14749/AB14749@PIC-16.jpg,SD0331,未設定,https://image.obdesign.com.tw/catalog/products/SD0331/SD0331@1.jpg,
1407,AB14749,上衣,https://image.obdesign.com.tw/catalog/products/AB14749/AB14749@PIC-7.jpg,SD0332,未設定,https://image.obdesign.com.tw/catalog/products/SD0332/SD0332@1.jpg,
1408,AB14775,上衣,https://image.obdesign.com.tw/catalog/products/AB14775/AB14775@PIC-7.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1409,AB14791,上衣,https://image.obdesign.com.tw/catalog/products/AB14791/AB14791@PIC-11.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1410,AB14791,上衣,https://image.obdesign.com.tw/catalog/products/AB14791/AB14791@PIC-1.jpg,ZC2119,未設定,https://image.obdesign.com.tw/catalog/products/ZC2119/ZC2119@1.jpg,
1411,AB14792,上衣,https://image.obdesign.com.tw/catalog/products/AB14792/AB14792@PIC-3.jpg,SD0298,未設定,https://image.obdesign.com.tw/catalog/products/SD0298/SD0298@1.jpg,
1412,AB14792,上衣,https://image.obdesign.com.tw/catalog/products/AB14792/AB14792@PIC-11.jpg,SD0338,未設定,https://image.obdesign.com.tw/catalog/products/SD0338/SD0338@1.jpg,
1413,AB14814,上衣,https://image.obdesign.com.tw/catalog/products/AB14814/AB14814@PIC-1.jpg,BA4803,未設定,https://image.obdesign.com.tw/catalog/products/BA4803/BA4803@1.jpg,
1414,AB14815,上衣,https://image.obdesign.com.tw/catalog/products/AB14815/AB14815@PIC-2.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1415,AB14818,上衣,https://image.obdesign.com.tw/catalog/products/AB14818/AB14818@PIC-3.jpg,SD0331,未設定,https://image.obdesign.com.tw/catalog/products/SD0331/SD0331@1.jpg,
1416,AB14819,上衣,https://image.obdesign.com.tw/catalog/products/AB14819/AB14819@IMG12-5D8F1470A0.jpg,ZC2119,未設定,https://image.obdesign.com.tw/catalog/products/ZC2119/ZC2119@1.jpg,
1417,AB14820,上衣,https://image.obdesign.com.tw/catalog/products/AB14820/AB14820@PIC-1.jpg,SD0329,未設定,https://image.obdesign.com.tw/catalog/products/SD0329/SD0329@1.jpg,
1418,AB14828,上衣,https://image.obdesign.com.tw/catalog/products/AB14828/AB14828@PIC-23.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1419,AB14839,上衣,https://image.obdesign.com.tw/catalog/products/AB14839/AB14839@PIC-2.jpg,SD0325,未設定,https://image.obdesign.com.tw/catalog/products/SD0325/SD0325@1.jpg,
1420,AB14856,上衣,https://image.obdesign.com.tw/catalog/products/AB14856/AB14856@PIC-10.jpg,ZC2211,未設定,https://image.obdesign.com.tw/catalog/products/ZC2211/ZC2211@1.jpg,
1421,AB14858,上衣,https://image.obdesign.com.tw/catalog/products/AB14858/AB14858@PIC-3.jpg,SD0285,未設定,https://image.obdesign.com.tw/catalog/products/SD0285/SD0285@1.jpg,
1422,AB14867,上衣,https://image.obdesign.com.tw/catalog/products/AB14867/AB14867@PIC-2.jpg,ZC2178,未設定,https://image.obdesign.com.tw/catalog/products/ZC2178/ZC2178@1.jpg,
1423,AB14882,上衣,https://image.obdesign.com.tw/catalog/products/AB14882/AB14882@PIC-8.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1424,AB14886,上衣,https://image.obdesign.com.tw/catalog/products/AB14886/AB14886@PIC-9.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1425,AB14901,上衣,https://image.obdesign.com.tw/catalog/products/AB14901/AB14901@PIC-9.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1426,AB14917,上衣,https://image.obdesign.com.tw/catalog/products/AB14917/AB14917@PIC-12.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1427,AB14918,上衣,https://image.obdesign.com.tw/catalog/products/AB14918/AB14918@PIC-7.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1428,AB14964,上衣,https://image.obdesign.com.tw/catalog/products/AB14964/AB14964@PIC-8.jpg,ZC2127,未設定,https://image.obdesign.com.tw/catalog/products/ZC2127/ZC2127@1.jpg,
1429,AB14969,上衣,https://image.obdesign.com.tw/catalog/products/AB14969/AB14969@PIC-1.jpg,SD0332,未設定,https://image.obdesign.com.tw/catalog/products/SD0332/SD0332@1.jpg,
1430,AB14973,上衣,https://image.obdesign.com.tw/catalog/products/AB14973/AB14973@PIC-8.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1431,AB14983,上衣,https://image.obdesign.com.tw/catalog/products/AB14983/AB14983@PIC-1.jpg,SD0322,未設定,https://image.obdesign.com.tw/catalog/products/SD0322/SD0322@1.jpg,
1432,AB14985,上衣,https://image.obdesign.com.tw/catalog/products/AB14985/AB14985@PIC-2.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1433,AB14985,上衣,https://image.obdesign.com.tw/catalog/products/AB14985/AB14985@1.jpg,ZC2123,未設定,https://image.obdesign.com.tw/catalog/products/ZC2123/ZC2123@1.jpg,
1434,AB15025,上衣,https://image.obdesign.com.tw/catalog/products/AB15025/AB15025@PIC-12.jpg,SD0338,未設定,https://image.obdesign.com.tw/catalog/products/SD0338/SD0338@1.jpg,
1435,AB15044,上衣,https://image.obdesign.com.tw/catalog/products/AB15044/AB15044@PIC-2.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1436,AB15060,上衣,https://image.obdesign.com.tw/catalog/products/AB15060/AB15060@PIC-25.jpg,SD0336,未設定,https://image.obdesign.com.tw/catalog/products/SD0336/SD0336@1.jpg,
1437,AB15060,上衣,https://image.obdesign.com.tw/catalog/products/AB15060/AB15060@PIC-29.jpg,SD0289,未設定,https://image.obdesign.com.tw/catalog/products/SD0289/SD0289@1.jpg,
1438,AB15111,上衣,https://image.obdesign.com.tw/catalog/products/AB15111/AB15111@PIC-1.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1439,AB15174,上衣,https://image.obdesign.com.tw/catalog/products/AB15174/AB15174@PIC-7.jpg,SD0331,未設定,https://image.obdesign.com.tw/catalog/products/SD0331/SD0331@1.jpg,
1440,AB15175,上衣,https://image.obdesign.com.tw/catalog/products/AB15175/AB15175@PIC-9.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1441,AB15209,上衣,https://image.obdesign.com.tw/catalog/products/AB15209/AB15209@PIC-11.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1442,AB15215,上衣,https://image.obdesign.com.tw/catalog/products/AB15215/AB15215@PIC-4.jpg,SD0331,未設定,https://image.obdesign.com.tw/catalog/products/SD0331/SD0331@1.jpg,
1443,AB15274,上衣,https://image.obdesign.com.tw/catalog/products/AB15274/AB15274@PIC-3.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1444,AB15335,上衣,https://image.obdesign.com.tw/catalog/products/AB15335/AB15335@PIC-3.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1445,AB15341,上衣,https://image.obdesign.com.tw/catalog/products/AB15341/AB15341@PIC-9.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1446,AB15359,上衣,https://image.obdesign.com.tw/catalog/products/AB15359/AB15359@PIC-7.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1447,AB15363,上衣,https://image.obdesign.com.tw/catalog/products/AB15363/AB15363@PIC-3.jpg,SD0318,未設定,https://image.obdesign.com.tw/catalog/products/SD0318/SD0318@1.jpg,
1448,AB15376,上衣,https://image.obdesign.com.tw/catalog/products/AB15376/AB15376@1.jpg,SD0349,未設定,https://image.obdesign.com.tw/catalog/products/SD0349/SD0349@1.jpg,
1449,AB15377,上衣,https://image.obdesign.com.tw/catalog/products/AB15377/AB15377@PIC-10.jpg,ZC2119,未設定,https://image.obdesign.com.tw/catalog/products/ZC2119/ZC2119@1.jpg,
