,index,款號,款號品類,款號_style1,款號_style2,圖片,搭配款,搭配款品類,搭配款_style1,搭配款_style2,搭配款主圖,平拍圖
163,826,AB16980,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB16980/AB16980@1.jpg,BA6007,褲子,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/BA6007/BA6007@1.jpg,
164,849,AB17071,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17071/AB17071@1.jpg,BA6007,褲子,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/BA6007/BA6007@1.jpg,
165,861,AB17112,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17112/AB17112@1.jpg,BA6007,褲子,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/BA6007/BA6007@1.jpg,
166,1007,KG1288,上衣,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/KG1288/KG1288@1.jpg,BA6007,褲子,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/BA6007/BA6007@1.jpg,
167,1011,KG1295,上衣,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/KG1295/KG1295@1.jpg,BA6007,褲子,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/BA6007/BA6007@1.jpg,
168,2801,EA3333,外套,簡約質感,清新甜美,https://image.obdesign.com.tw/catalog/products/EA3333/EA3333@1.jpg,BA6007,褲子,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/BA6007/BA6007@1.jpg,
169,1855,AB17116,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17116/AB17116@PIC-24.jpg,AB17116,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17116/AB17116@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17116/AB17116@CB-T4-F97053F53E047169082C.png
170,1856,AB17118,上衣,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/AB17118/AB17118@PIC-16.jpg,AB17118,上衣,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/AB17118/AB17118@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17118/AB17118@CB-T4-D7314F538824B2792C10.png
171,5364,KG1273,褲子,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KG1273/KG1273@1.jpg,AB17118,上衣,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/AB17118/AB17118@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17118/AB17118@CB-T4-D7314F538824B2792C10.png
172,1857,AB17123,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17123/AB17123@PIC-33.jpg,AB17123,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17123/AB17123@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17123/AB17123@CB-T4-A4477EFEDC849E3B2DB0.png
173,1971,AB17123,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17123/AB17123@1.jpg,DA9282,未設定,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/DA9282/DA9282@1.jpg,https://image.obdesign.com.tw/catalog/products/DA9282/DA9282@CB-T4-7361FF02A364A06A507B.png
174,1858,AB17124,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17124/AB17124@PIC-25.jpg,AB17124,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17124/AB17124@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17124/AB17124@CB-T4-E4C9E0635E344BDA6E73.png
175,1859,AB17136,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17136/AB17136@1.jpg,AB17136,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17136/AB17136@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17136/AB17136@CB-T4-E5383D28AFC4B4286317.png
176,1860,AB17159,上衣,溫柔浪漫,大氣優雅,https://image.obdesign.com.tw/catalog/products/AB17159/AB17159@PIC-27.jpg,AB17159,上衣,溫柔浪漫,大氣優雅,https://image.obdesign.com.tw/catalog/products/AB17159/AB17159@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17159/AB17159@CB-T4-92A5952A26D4CC08EC83.png
177,1861,AB17172,上衣,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/AB17172/AB17172@PIC-17.jpg,AB17172,上衣,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/AB17172/AB17172@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17172/AB17172@CB-T4-2726FB236FA4B90B936A.png
178,1862,AB17173,上衣,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/AB17173/AB17173@PIC-16.jpg,AB17173,上衣,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/AB17173/AB17173@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17173/AB17173@CB-T4-CF48489764042A6A5250.png
179,1394,AB17173,上衣,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/AB17173/AB17173@1.jpg,CA2598,裙子,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/CA2598/CA2598@1.jpg,https://image.obdesign.com.tw/catalog/products/CA2598/CA2598@CB-T4-ABEA0079F764DE59D082.png
180,1399,AB17309,上衣,簡約質感,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17309/AB17309@1.jpg,CA2598,裙子,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/CA2598/CA2598@1.jpg,https://image.obdesign.com.tw/catalog/products/CA2598/CA2598@CB-T4-ABEA0079F764DE59D082.png
181,1863,AB17207,上衣,清新甜美,,https://image.obdesign.com.tw/catalog/products/AB17207/AB17207@PIC-16.jpg,AB17207,上衣,清新甜美,,https://image.obdesign.com.tw/catalog/products/AB17207/AB17207@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17207/AB17207@CB-T4-6A48260B10248408DA83.png
182,1864,AB17211,上衣,簡約質感,清新甜美,https://image.obdesign.com.tw/catalog/products/AB17211/AB17211@PIC-15.jpg,AB17211,上衣,簡約質感,清新甜美,https://image.obdesign.com.tw/catalog/products/AB17211/AB17211@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17211/AB17211@CB-T4-12C54AD76184EC8B4373.png
183,4676,CA2599,裙子,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/CA2599/CA2599@1.jpg,AB17211,上衣,簡約質感,清新甜美,https://image.obdesign.com.tw/catalog/products/AB17211/AB17211@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17211/AB17211@CB-T4-12C54AD76184EC8B4373.png
184,1865,AB17272,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17272/AB17272@PIC-15.jpg,AB17272,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17272/AB17272@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17272/AB17272@CB-T4-C589FA5B5414B0BA5C1B.png
185,1866,AB17323,上衣,溫柔浪漫,大氣優雅,https://image.obdesign.com.tw/catalog/products/AB17323/AB17323@PIC-15.jpg,AB17323,上衣,溫柔浪漫,大氣優雅,https://image.obdesign.com.tw/catalog/products/AB17323/AB17323@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17323/AB17323@CB-T4-C404B1A68E449A5A2DB5.png
186,1867,AB17324,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17324/AB17324@PIC-14.jpg,AB17324,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17324/AB17324@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17324/AB17324@CB-T4-5C13A428B9E46C48FCF2.png
187,892,AB17324,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17324/AB17324@1.jpg,BA6817,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA6817/BA6817@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6817/BA6817@CB-T4-0F0A5A34CB74AA98B3FD.png
188,1868,AB17349,上衣,清新甜美,慵懶度假,https://image.obdesign.com.tw/catalog/products/AB17349/AB17349@1.jpg,AB17349,上衣,清新甜美,慵懶度假,https://image.obdesign.com.tw/catalog/products/AB17349/AB17349@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17349/AB17349@CB-T4-EE3995CA0734EC98638C.png
189,5309,BA6780,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/BA6780/BA6780@1.jpg,AB17349,上衣,清新甜美,慵懶度假,https://image.obdesign.com.tw/catalog/products/AB17349/AB17349@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17349/AB17349@CB-T4-EE3995CA0734EC98638C.png
190,1869,AB17353,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17353/AB17353@PIC-16.jpg,AB17353,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17353/AB17353@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17353/AB17353@CB-T4-13B21BDAAB9481D9AFC7.png
191,1870,AB17357,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17357/AB17357@PIC-15.jpg,AB17357,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17357/AB17357@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17357/AB17357@CB-T4-5393803716A4DEE8C3E2.png
192,1871,AB17370,上衣,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/AB17370/AB17370@PIC-15.jpg,AB17370,上衣,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/AB17370/AB17370@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17370/AB17370@CB-T4-8466B8477604783AF86B.png
193,1872,AB17425,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17425/AB17425@PIC-15.jpg,AB17425,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17425/AB17425@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17425/AB17425@CB-T4-2BAA9BC62E24A2A93CCE.png
194,1873,AB17445,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17445/AB17445@PIC-15.jpg,AB17445,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17445/AB17445@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17445/AB17445@CB-T4-81E59D7F1D54751884B8.png
195,1874,AB17453,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17453/AB17453@PIC-15.jpg,AB17453,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17453/AB17453@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17453/AB17453@CB-T4-A0350EC84A04E21BC38A.png
196,1875,AB17465,上衣,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/AB17465/AB17465@PIC-14.jpg,AB17465,上衣,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/AB17465/AB17465@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17465/AB17465@CB-T4-3DF8A449F584599A33DD.png
197,1876,AB17594,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17594/AB17594@1.jpg,AB17594,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17594/AB17594@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17594/AB17594@CB-T4-9E41FD7460F4B819DC3B.png
198,1877,AB17767,上衣,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/AB17767/AB17767@1.jpg,AB17767,上衣,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/AB17767/AB17767@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17767/AB17767@CB-T4-DAAE577D7B74FE5A5096.png
199,1878,AB17800,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17800/AB17800@1.jpg,AB17800,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17800/AB17800@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17800/AB17800@CB-T4-DD57D0EA5174B679250A.png
200,1879,AB17878,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17878/AB17878@1.jpg,AB17878,上衣,清新甜美,溫柔浪漫,https://image.obdesign.com.tw/catalog/products/AB17878/AB17878@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17878/AB17878@CB-T4-7F2F4400BD64DE08DFCF.png
201,1880,AB17978,上衣,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/AB17978/AB17978@1.jpg,AB17978,上衣,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/AB17978/AB17978@1.jpg,https://image.obdesign.com.tw/catalog/products/AB17978/AB17978@CB-T4-1752843FE3D49E0A6153.png
202,1890,KG0541,上衣,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KG0541/KG0541@PIC-19.jpg,KG0541,上衣,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KG0541/KG0541@1.jpg,https://image.obdesign.com.tw/catalog/products/KG0541/KG0541@CB-T4-7ECC91A3B4948DEA3E51.png
203,5367,KG1301,褲子,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KG1301/KG1301@1.jpg,KG0541,上衣,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KG0541/KG0541@1.jpg,https://image.obdesign.com.tw/catalog/products/KG0541/KG0541@CB-T4-7ECC91A3B4948DEA3E51.png
204,1912,KG1362,上衣,清新甜美,慵懶度假,https://image.obdesign.com.tw/catalog/products/KG1362/KG1362@PIC-20.jpg,KG1362,上衣,清新甜美,慵懶度假,https://image.obdesign.com.tw/catalog/products/KG1362/KG1362@1.jpg,https://image.obdesign.com.tw/catalog/products/KG1362/KG1362@CB-T4-1AFC2125F694644A4C11.png
205,1991,MA0499,上衣,簡約質感,,https://image.obdesign.com.tw/catalog/products/MA0499/MA0499@PIC-20.jpg,MA0499,上衣,簡約質感,,https://image.obdesign.com.tw/catalog/products/MA0499/MA0499@1.jpg,https://image.obdesign.com.tw/catalog/products/MA0499/MA0499@CB-T4-DE93270C98F4FB3A60EA.png
206,1998,QA1454,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1454/QA1454@PIC-1.jpg,QA1453,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1453/QA1453@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1453/QA1453@CB-T4-78966665CE74A26BE283.png
207,2648,QA1454,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1454/QA1454@1.jpg,QA1453,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1453/QA1453@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1453/QA1453@CB-T4-78966665CE74A26BE283.png
208,1999,QA1466,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1466/QA1466@PIC-33.jpg,QA1466,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1466/QA1466@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1466/QA1466@CB-T4-8335C4C925B46AEAA8A7.png
209,2565,QA1502,外套,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1502/QA1502@PIC-9.jpg,QA1466,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1466 /QA1466 @1.jpg,https://image.obdesign.com.tw/catalog/products/QA1466/QA1466@CB-T4-8335C4C925B46AEAA8A7.png
210,5119,ZQ0029,未設定,率性休閒,,https://image.obdesign.com.tw/catalog/products/ZQ0029/ZQ0029@PIC-16.jpg,QA1466,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1466/QA1466@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1466/QA1466@CB-T4-8335C4C925B46AEAA8A7.png
211,1154,QA1466,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1466/QA1466@1.jpg,QA1449,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1449/QA1449@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1449/QA1449@CB-T4-D614FE383A34B5D94604.png
212,2001,QA1494,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1494/QA1494@PIC-11.jpg,QA1498,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1498/QA1498@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1498/QA1498@CB-T4-1FD8BFD90644BE8BC6F6.png
213,2649,QA1494,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1494/QA1494@1.jpg,QA1498,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1498/QA1498@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1498/QA1498@CB-T4-1FD8BFD90644BE8BC6F6.png
214,2002,QA1513,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1513/QA1513@PIC-1.jpg,KS1043,上衣,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/KS1043/KS1043@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1043/KS1043@CB-T4-B5A73206A2A457FAEC4B.png
215,6621,QA1512,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1512/QA1512@PIC-4.jpg,KS1043,上衣,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/KS1043/KS1043@1.jpg,https://image.obdesign.com.tw/catalog/products/KS1043/KS1043@CB-T4-B5A73206A2A457FAEC4B.png
216,2003,QA1568,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1568/QA1568@PIC-5.jpg,QA1569,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1569/QA1569@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1569/QA1569@CB-T4-38AD4444C7F48F39A47D.png
217,2566,QA1558,外套,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1558/QA1558@PIC-8.jpg,QA1569,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1569/QA1569@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1569/QA1569@CB-T4-38AD4444C7F48F39A47D.png
218,5572,QA1567,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1567/QA1567@1.jpg,QA1569,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1569/QA1569@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1569/QA1569@CB-T4-38AD4444C7F48F39A47D.png
219,2004,QA1597,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1597/QA1597@PIC-15.jpg,KG1449,上衣,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/KG1449/KG1449@1.jpg,https://image.obdesign.com.tw/catalog/products/KG1449/KG1449@CB-T4-27EB88D7F9E42D4A63E1.png
220,2650,QA1597,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1597/QA1597@1.jpg,KG1449,上衣,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/KG1449/KG1449@1.jpg,https://image.obdesign.com.tw/catalog/products/KG1449/KG1449@CB-T4-27EB88D7F9E42D4A63E1.png
221,2016,KS1000,內著,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KS1000/KS1000@PIC-3.jpg,KS0999,褲子,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KS0999/KS0999@1.jpg,https://image.obdesign.com.tw/catalog/products/KS0999/KS0999@CB-T4-EEE30C048934A1E8B3C6.png
222,2660,KS1006,內著,率性休閒,其他,https://image.obdesign.com.tw/catalog/products/KS1006/KS1006@1.jpg,KS0999,褲子,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KS0999/KS0999@1.jpg,https://image.obdesign.com.tw/catalog/products/KS0999/KS0999@CB-T4-EEE30C048934A1E8B3C6.png
223,2067,KG1359,內著,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KG1359/KG1359@PIC-39.jpg,KG1359,內著,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KG1359/KG1359@1.jpg,https://image.obdesign.com.tw/catalog/products/KG1359/KG1359@CB-T4-C15A0F851464F638696D.png
224,6050,BA6679,褲子,率性休閒,性感迷人,https://image.obdesign.com.tw/catalog/products/BA6679/BA6679@1.jpg,KG1359,內著,率性休閒,簡約質感,https://image.obdesign.com.tw/catalog/products/KG1359/KG1359@1.jpg,https://image.obdesign.com.tw/catalog/products/KG1359/KG1359@CB-T4-C15A0F851464F638696D.png
225,2191,EA3327,外套,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/EA3327/EA3327@PIC-4.jpg,BA6660,褲子,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/BA6660/BA6660@1.jpg,https://image.obdesign.com.tw/catalog/products/BA6660/BA6660@CB-T4-55D640256DB4BAD8353E.png
226,2456,EA3327,外套,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/EA3327/EA3327@PIC-36.jpg,EA3327,外套,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/EA3327/EA3327@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3327/EA3327@CB-T4-8298A01616D4AC1BC6D3.png
227,2949,EA3330,外套,簡約質感,都會輕熟,https://image.obdesign.com.tw/catalog/products/EA3330/EA3330@1.jpg,EA3327,外套,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/EA3327/EA3327@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3327/EA3327@CB-T4-8298A01616D4AC1BC6D3.png
228,4178,DA9370,未設定,簡約質感,大氣優雅,https://image.obdesign.com.tw/catalog/products/DA9370/DA9370@1.jpg,EA3327,外套,率性休閒,態度個性,https://image.obdesign.com.tw/catalog/products/EA3327/EA3327@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3327/EA3327@CB-T4-8298A01616D4AC1BC6D3.png
229,2230,QA1501,外套,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1501/QA1501@PIC-6.jpg,QA1431,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1431/QA1431@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1431/QA1431@CB-T4-14847E776E847A6AD8B2.png
230,2832,QA1501,外套,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1501/QA1501@1.jpg,QA1431,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1431/QA1431@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1431/QA1431@CB-T4-14847E776E847A6AD8B2.png
231,2562,QA1501,外套,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1501/QA1501@PIC-3.jpg,QA1481,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1481/QA1481@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1481/QA1481@CB-T4-581E0886862493FB1BC7.png
232,3011,QA1501,外套,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1501/QA1501@1.jpg,QA1481,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1481/QA1481@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1481/QA1481@CB-T4-581E0886862493FB1BC7.png
233,5122,ZQ0030,未設定,率性休閒,,https://image.obdesign.com.tw/catalog/products/ZQ0030/ZQ0030@PIC-1.jpg,QA1481,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1481/QA1481@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1481/QA1481@CB-T4-581E0886862493FB1BC7.png
234,2563,QA1501,外套,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1501/QA1501@PIC-2.jpg,QA1480,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@CB-T4-E67E530202940B48E50A.png
235,2564,QA1502,外套,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1502/QA1502@PIC-3.jpg,QA1480,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@CB-T4-E67E530202940B48E50A.png
236,5123,ZQ0030,未設定,率性休閒,,https://image.obdesign.com.tw/catalog/products/ZQ0030/ZQ0030@PIC-9.jpg,QA1480,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@CB-T4-E67E530202940B48E50A.png
237,5108,ZQ0020,未設定,率性休閒,,https://image.obdesign.com.tw/catalog/products/ZQ0020/ZQ0020@PIC-3.jpg,QA1480,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@CB-T4-E67E530202940B48E50A.png
238,6608,QA1462,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1462/QA1462@PIC-10.jpg,QA1480,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@CB-T4-E67E530202940B48E50A.png
239,6604,QA1431,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1431/QA1431@PIC-5.jpg,QA1480,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@CB-T4-E67E530202940B48E50A.png
240,5549,QA1431,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1431/QA1431@1.jpg,QA1480,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@CB-T4-E67E530202940B48E50A.png
241,6610,QA1468,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1468/QA1468@PIC-8.jpg,QA1480,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@CB-T4-E67E530202940B48E50A.png
242,6614,QA1473,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1473/QA1473@PIC-3.jpg,QA1480,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@CB-T4-E67E530202940B48E50A.png
243,5561,QA1473,褲子,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1473/QA1473@1.jpg,QA1480,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@CB-T4-E67E530202940B48E50A.png
244,5582,QA1636,褲子,率性休閒,清新甜美,https://image.obdesign.com.tw/catalog/products/QA1636/QA1636@1.jpg,QA1480,上衣,率性休閒,,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@1.jpg,https://image.obdesign.com.tw/catalog/products/QA1480/QA1480@CB-T4-E67E530202940B48E50A.png
245,2453,EA2250,外套,簡約質感,都會輕熟,https://image.obdesign.com.tw/catalog/products/EA2250/EA2250@PIC-50.jpg,EA2250,外套,簡約質感,都會輕熟,https://image.obdesign.com.tw/catalog/products/EA2250/EA2250@1.jpg,
