,款號,款號品類,款號_style1,款號_style2,圖片,搭配款,搭配款品類,搭配款_style1,搭配款_style2,搭配款主圖,平拍圖
1639,AB12327,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12327/AB12327@1.jpg,BA4773,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4773/BA4773@1.jpg,
1640,AB12329,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12329/AB12329@1.jpg,BA2323,未設定,,,https://image.obdesign.com.tw/catalog/products/BA2323/BA2323@1.jpg,
1641,AB12329,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12329/AB12329@1.jpg,BA5504,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5504/BA5504@1.jpg,
1642,AB12383,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12383/AB12383@1.jpg,BA4773,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4773/BA4773@1.jpg,
1643,EA2617,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2617/EA2617@1.jpg,AB12410,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12410/AB12410@1.jpg,
1644,AB12419,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12419/AB12419@1.jpg,CA1832,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1832/CA1832@1.jpg,
1645,AB12419,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12419/AB12419@1.jpg,BA5191,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5191/BA5191@1.jpg,
1646,AB12469,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12469/AB12469@1.jpg,BA5550,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5550/BA5550@1.jpg,
1647,EA2925,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2925/EA2925@1.jpg,AB12474,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12474/AB12474@1.jpg,
1648,AB12474,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12474/AB12474@1.jpg,CA1558,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1558/CA1558@1.jpg,
1649,AB12479,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12479/AB12479@1.jpg,BA5041,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5041/BA5041@1.jpg,
1650,AB12636,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12636/AB12636@1.jpg,BA5453,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5453/BA5453@1.jpg,
1651,AB12713,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12713/AB12713@1.jpg,CA1666,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1666/CA1666@1.jpg,
1652,AB12727,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12727/AB12727@1.jpg,BA5801,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5801/BA5801@1.jpg,
1653,AB12766,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12766/AB12766@1.jpg,BA5690,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5690/BA5690@1.jpg,
1654,AB12766,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12766/AB12766@1.jpg,CA1979,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1979/CA1979@1.jpg,
1655,AB12785,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12785/AB12785@1.jpg,BA5115,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5115/BA5115@1.jpg,
1656,AB12786,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12786/AB12786@1.jpg,BA5115,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5115/BA5115@1.jpg,
1657,AB12792,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12792/AB12792@1.jpg,BA5564,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5564/BA5564@1.jpg,
1658,AB12817,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12817/AB12817@1.jpg,BA5175,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5175/BA5175@1.jpg,
1659,AB12817,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12817/AB12817@1.jpg,BA5530,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5530/BA5530@1.jpg,
1660,AB12821,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12821/AB12821@1.jpg,BA5175,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5175/BA5175@1.jpg,
1661,AB12821,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12821/AB12821@1.jpg,BA5626,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5626/BA5626@1.jpg,
1662,AB12834,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12834/AB12834@1.jpg,CA1994,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1994/CA1994@1.jpg,
1663,AB12836,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12836/AB12836@1.jpg,CA1979,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1979/CA1979@1.jpg,
1664,AB12836,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12836/AB12836@1.jpg,BA5626,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5626/BA5626@1.jpg,
1665,AB12845,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12845/AB12845@1.jpg,BA5120,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5120/BA5120@1.jpg,
1666,AB12856,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12856/AB12856@1.jpg,CA1980,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1980/CA1980@1.jpg,
1667,AB12858,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12858/AB12858@1.jpg,CA1978,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1978/CA1978@1.jpg,
1668,AB12874,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12874/AB12874@1.jpg,BA5690,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5690/BA5690@1.jpg,
1669,AB12890,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12890/AB12890@1.jpg,BA5244,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5244/BA5244@1.jpg,
1670,AB12908,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12908/AB12908@1.jpg,BA5175,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5175/BA5175@1.jpg,
1671,AB12908,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12908/AB12908@1.jpg,BA5626,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5626/BA5626@1.jpg,
1672,AB12914,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12914/AB12914@1.jpg,BA5626,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5626/BA5626@1.jpg,
1673,AB12914,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12914/AB12914@1.jpg,CA2028,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2028/CA2028@1.jpg,
1674,AB12929,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12929/AB12929@1.jpg,BA5695,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5695/BA5695@1.jpg,
1675,AB12932,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12932/AB12932@1.jpg,BA5530,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5530/BA5530@1.jpg,
1676,AB12948,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12948/AB12948@1.jpg,BA5530,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5530/BA5530@1.jpg,
1677,AB12955,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12955/AB12955@1.jpg,BA5626,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5626/BA5626@1.jpg,
1678,AB12959,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12959/AB12959@1.jpg,BA5244,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5244/BA5244@1.jpg,
1679,AB12980,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12980/AB12980@1.jpg,BA5507,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5507/BA5507@1.jpg,
1680,AB12989,未設定,,,https://image.obdesign.com.tw/catalog/products/AB12989/AB12989@1.jpg,CA1870,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1870/CA1870@1.jpg,
1681,AB13002,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13002/AB13002@1.jpg,BA5507,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5507/BA5507@1.jpg,
1682,AB13014,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13014/AB13014@1.jpg,BA5244,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5244/BA5244@1.jpg,
1683,AB13027,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13027/AB13027@1.jpg,BA5728,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5728/BA5728@1.jpg,
1684,AB13033,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13033/AB13033@1.jpg,BA5507,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5507/BA5507@1.jpg,
1685,AB13036,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13036/AB13036@1.jpg,BA5507,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5507/BA5507@1.jpg,
1686,AB13038,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13038/AB13038@1.jpg,BA5120,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5120/BA5120@1.jpg,
1687,AB13040,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13040/AB13040@1.jpg,BA5745,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5745/BA5745@1.jpg,
1688,AB13046,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13046/AB13046@1.jpg,BA5626,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5626/BA5626@1.jpg,
1689,AB13075,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13075/AB13075@1.jpg,BA5244,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5244/BA5244@1.jpg,
1690,AB13077,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13077/AB13077@1.jpg,BA5690,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5690/BA5690@1.jpg,
1691,AB13081,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13081/AB13081@1.jpg,BA5175,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5175/BA5175@1.jpg,
1692,AB13081,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13081/AB13081@1.jpg,BA5626,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5626/BA5626@1.jpg,
1693,AB13102,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13102/AB13102@1.jpg,BA2370,未設定,,,https://image.obdesign.com.tw/catalog/products/BA2370/BA2370@1.jpg,
1694,AB13113,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13113/AB13113@1.jpg,DA7867,未設定,,,https://image.obdesign.com.tw/catalog/products/DA7867/DA7867@1.jpg,
1695,AB13115,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13115/AB13115@1.jpg,CA1994,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1994/CA1994@1.jpg,
1696,AB13129,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13129/AB13129@1.jpg,CA2014,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2014/CA2014@1.jpg,
1697,AB13129,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13129/AB13129@1.jpg,BA5626,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5626/BA5626@1.jpg,
1698,AB13132,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13132/AB13132@1.jpg,BA5175,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5175/BA5175@1.jpg,
1699,AB13150,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13150/AB13150@1.jpg,BA5728,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5728/BA5728@1.jpg,
1700,AB13157,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13157/AB13157@1.jpg,BA5726,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5726/BA5726@1.jpg,
1701,AB13164,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13164/AB13164@1.jpg,BA5626,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5626/BA5626@1.jpg,
1702,AB13169,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13169/AB13169@1.jpg,CA2021,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2021/CA2021@1.jpg,
1703,AB13169,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13169/AB13169@1.jpg,BA5244,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5244/BA5244@1.jpg,
1704,AB13174,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13174/AB13174@1.jpg,CA2021,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2021/CA2021@1.jpg,
1705,AB13174,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13174/AB13174@1.jpg,BA5764,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5764/BA5764@1.jpg,
1706,AB13240,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13240/AB13240@1.jpg,BA5244,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5244/BA5244@1.jpg,
1707,AB13269,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13269/AB13269@1.jpg,BA5750,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5750/BA5750@1.jpg,
1708,AB13273,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13273/AB13273@1.jpg,BA5746,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5746/BA5746@1.jpg,
1709,AB13305,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13305/AB13305@1.jpg,BA5811,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5811/BA5811@1.jpg,
1710,AB13309,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13309/AB13309@1.jpg,CA1493,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1493/CA1493@1.jpg,
1711,AB13315,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13315/AB13315@1.jpg,BA5801,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5801/BA5801@1.jpg,
1712,AB13318,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13318/AB13318@1.jpg,BA5799,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5799/BA5799@1.jpg,
1713,AB13345,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13345/AB13345@1.jpg,BA5626,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5626/BA5626@1.jpg,
1714,AB13359,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13359/AB13359@1.jpg,CA2028,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2028/CA2028@1.jpg,
1715,AB13363,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13363/AB13363@1.jpg,BA5722,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5722/BA5722@1.jpg,
1716,AB13365,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13365/AB13365@1.jpg,BA5764,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5764/BA5764@1.jpg,
1717,AB13365,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13365/AB13365@1.jpg,CA1878,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1878/CA1878@1.jpg,
1718,AB13370,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13370/AB13370@1.jpg,CA2028,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2028/CA2028@1.jpg,
1719,AB13377,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13377/AB13377@1.jpg,BA5811,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5811/BA5811@1.jpg,
1720,AB13377,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13377/AB13377@1.jpg,BA5244,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5244/BA5244@1.jpg,
1721,AB13388,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13388/AB13388@1.jpg,BA2370,未設定,,,https://image.obdesign.com.tw/catalog/products/BA2370/BA2370@1.jpg,
1722,AB13388,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13388/AB13388@1.jpg,BA5788,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5788/BA5788@1.jpg,
1723,AB13392,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13392/AB13392@1.jpg,CA1963,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1963/CA1963@1.jpg,
1724,AB13393,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13393/AB13393@1.jpg,BA5804,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5804/BA5804@1.jpg,
1725,AB13393,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13393/AB13393@1.jpg,BA5706,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5706/BA5706@1.jpg,
1726,AB13414,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13414/AB13414@1.jpg,BA5799,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5799/BA5799@1.jpg,
1727,AB13443,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13443/AB13443@1.jpg,CA1963,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1963/CA1963@1.jpg,
1728,AB13448,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13448/AB13448@1.jpg,BA5795,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5795/BA5795@1.jpg,
1729,AB13469,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13469/AB13469@1.jpg,BA2370,未設定,,,https://image.obdesign.com.tw/catalog/products/BA2370/BA2370@1.jpg,
1730,AB13485,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13485/AB13485@1.jpg,BA5795,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5795/BA5795@1.jpg,
1731,AB13486,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13486/AB13486@1.jpg,BA5836,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5836/BA5836@1.jpg,
1732,AB13489,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13489/AB13489@1.jpg,BA5244,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5244/BA5244@1.jpg,
1733,AB13498,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13498/AB13498@1.jpg,CA2044,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2044/CA2044@1.jpg,
1734,AB13512,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13512/AB13512@1.jpg,CA2009,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2009/CA2009@1.jpg,
1735,EA2724,未設定,,,https://image.obdesign.com.tw/catalog/products/EA2724/EA2724@1.jpg,AB13558,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13558/AB13558@1.jpg,
1736,AB13558,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13558/AB13558@1.jpg,CA1830,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1830/CA1830@1.jpg,
1737,AB13577,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13577/AB13577@1.jpg,BA5810,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5810/BA5810@1.jpg,
1738,AB13600,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13600/AB13600@1.jpg,BA5175,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5175/BA5175@1.jpg,
1739,AB13600,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13600/AB13600@1.jpg,CA2084,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2084/CA2084@1.jpg,
1740,AB13643,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13643/AB13643@1.jpg,CA1830,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1830/CA1830@1.jpg,
1741,AB13647,未設定,,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/AB13647/AB13647@1.jpg,BA5220,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5220/BA5220@1.jpg,
1742,AB13696,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13696/AB13696@1.jpg,BA5244,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5244/BA5244@1.jpg,
1743,AB13715,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13715/AB13715@1.jpg,CA1830,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1830/CA1830@1.jpg,
1744,AB13718,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13718/AB13718@1.jpg,CA1830,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1830/CA1830@1.jpg,
1745,AB13723,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13723/AB13723@1.jpg,BA5174,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5174/BA5174@1.jpg,
1746,AB13758,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13758/AB13758@1.jpg,CA2098,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2098/CA2098@1.jpg,
1747,AB13761,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13761/AB13761@1.jpg,CA1934,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1934/CA1934@1.jpg,
1748,AB13761,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13761/AB13761@1.jpg,BA5852,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5852/BA5852@1.jpg,
1749,AB13768,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13768/AB13768@1.jpg,BA5848,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5848/BA5848@1.jpg,
1750,AB13822,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13822/AB13822@1.jpg,CA2103,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2103/CA2103@1.jpg,
1751,AB13830,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13830/AB13830@1.jpg,CA1740,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1740/CA1740@1.jpg,
1752,AB13851,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13851/AB13851@1.jpg,BA5220,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5220/BA5220@1.jpg,
1753,EA3062,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3062/EA3062@1.jpg,AB13855,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13855/AB13855@1.jpg,
1754,AB13890,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13890/AB13890@1.jpg,BA5909,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5909/BA5909@1.jpg,
1755,EA3099,未設定,,,https://image.obdesign.com.tw/catalog/products/EA3099/EA3099@1.jpg,AB13895,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13895/AB13895@1.jpg,https://image.obdesign.com.tw/catalog/products/EA3099/EA3099@CB-T4-A91B8B83FBF4BE9A9DC4.png
1756,AB13895,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13895/AB13895@1.jpg,BA5945,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5945/BA5945@1.jpg,
1757,AB13895,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13895/AB13895@1.jpg,DA8075,未設定,,,https://image.obdesign.com.tw/catalog/products/DA8075/DA8075@1.jpg,
1758,AB13915,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13915/AB13915@1.jpg,CA2123,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2123/CA2123@1.jpg,
1759,AB13924,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13924/AB13924@1.jpg,CA2129,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2129/CA2129@1.jpg,
1760,AB13945,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13945/AB13945@1.jpg,CA1699,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1699/CA1699@1.jpg,
1761,AB13985,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13985/AB13985@1.jpg,BA5861,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5861/BA5861@1.jpg,
1762,AB13985,未設定,,,https://image.obdesign.com.tw/catalog/products/AB13985/AB13985@1.jpg,BA5507,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5507/BA5507@1.jpg,
1763,AB14126,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14126/AB14126@1.jpg,BA5988,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5988/BA5988@1.jpg,
1764,AB14158,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14158/AB14158@1.jpg,BA5959,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5959/BA5959@1.jpg,
1765,AB14158,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14158/AB14158@1.jpg,BA5927,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5927/BA5927@1.jpg,
1766,AB14158,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14158/AB14158@1.jpg,CA2136,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2136/CA2136@1.jpg,
1767,AB14198,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14198/AB14198@1.jpg,BA5909,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5909/BA5909@1.jpg,
1768,AB14201,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14201/AB14201@1.jpg,CA1780,未設定,,,https://image.obdesign.com.tw/catalog/products/CA1780/CA1780@1.jpg,
1769,AB14211,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14211/AB14211@1.jpg,BA5312,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5312/BA5312@1.jpg,
1770,AB14262,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14262/AB14262@1.jpg,BA5966,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5966/BA5966@1.jpg,
1771,AB14326,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14326/AB14326@1.jpg,CA2206,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2206/CA2206@1.jpg,
1772,AB14326,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14326/AB14326@1.jpg,BA5852,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5852/BA5852@1.jpg,
1773,AB14431,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14431/AB14431@1.jpg,BA5344,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5344/BA5344@1.jpg,
1774,AB14445,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14445/AB14445@1.jpg,CA2140,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2140/CA2140@1.jpg,
1775,AB14490,未設定,甜美_浪漫,,https://image.obdesign.com.tw/catalog/products/AB14490/AB14490@1.jpg,BA5973,未設定,,,https://image.obdesign.com.tw/catalog/products/BA5973/BA5973@1.jpg,
1776,AB14514,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14514/AB14514@1.jpg,BA4345,未設定,,,https://image.obdesign.com.tw/catalog/products/BA4345/BA4345@1.jpg,
1777,AB14532,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14532/AB14532@1.jpg,CA2229,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2229/CA2229@1.jpg,
1778,AB14533,未設定,,,https://image.obdesign.com.tw/catalog/products/AB14533/AB14533@1.jpg,CA2137,未設定,,,https://image.obdesign.com.tw/catalog/products/CA2137/CA2137@1.jpg,
1779,AB5788,未設定,休閒_個性,甜美_浪漫,https://image.obdesign.com.tw/catalog/products/AB5788/AB5788@1.jpg,BA3918,未設定,,,https://image.obdesign.com.tw/catalog/products/BA3918/BA3918@1.jpg,
